ARK	TYPE	VALUE	SOURCE
21198/zz0008zh1z		eng	ISO639-2
21198/zz0008zh2g		eng	ISO639-2
21198/zz0008zh30		eng	ISO639-2
21198/zz0008zh4h		eng	ISO639-2
21198/zz0008zh51		eng	ISO639-2
21198/zz0008zh6j		eng	ISO639-2
21198/zz0008zh72		eng	ISO639-2
21198/zz0008zh8k		eng	ISO639-2
21198/zz0008zh93		eng	ISO639-2
21198/zz0008zhbm		eng	ISO639-2
21198/zz0008zhc4		eng	ISO639-2
21198/zz0008zhf5		eng	ISO639-2
21198/zz0008zhgp		eng	ISO639-2
21198/zz0008zhh6		eng	ISO639-2
21198/zz0008zhjq		eng	ISO639-2
21198/zz0008zhk7		eng	ISO639-2
21198/zz0008zhmr		eng	ISO639-2
21198/zz0008zhn8		eng	ISO639-2
21198/zz0008zhps		eng	ISO639-2
21198/zz0008zhq9		eng	ISO639-2
21198/zz0008zhrt		eng	ISO639-2
21198/zz0008zhsb		eng	ISO639-2
21198/zz0008zhtv		eng	ISO639-2
21198/zz0008zhvc		eng	ISO639-2
21198/zz0008zhww		eng	ISO639-2
21198/zz0008zhxd		eng	ISO639-2
21198/zz0008zhzx		eng	ISO639-2
21198/zz0008zj0x		eng	ISO639-2
21198/zz0008zj1f		eng	ISO639-2
21198/zz0008zj2z		eng	ISO639-2
21198/zz0008zj3g		eng	ISO639-2
21198/zz0008zj40		eng	ISO639-2
21198/zz0008zj5h		eng	ISO639-2
21198/zz0008zj61		eng	ISO639-2
21198/zz0008zj7j		eng	ISO639-2
21198/zz0008zj82		eng	ISO639-2
21198/zz0008zj9k		eng	ISO639-2
21198/zz0008zjb3		eng	ISO639-2
21198/zz0008zjcm		eng	ISO639-2
21198/zz0008zjd4		eng	ISO639-2
21198/zz0008zjfn		eng	ISO639-2
21198/zz0008zjg5		eng	ISO639-2
21198/zz0008zjhp		eng	ISO639-2
21198/zz0008zjj6		eng	ISO639-2
21198/zz0008zjkq		eng	ISO639-2
21198/zz0008zjm7		eng	ISO639-2
21198/zz0008zjnr		eng	ISO639-2
21198/zz0008zjp8		eng	ISO639-2
21198/zz0008zjqs		eng	ISO639-2
21198/zz0008zjr9		eng	ISO639-2
21198/zz0008zjst		eng	ISO639-2
21198/zz0008zjtb		eng	ISO639-2
21198/zz0008zjvv		eng	ISO639-2
21198/zz0008zjwc		eng	ISO639-2
21198/zz0008zjxw		eng	ISO639-2
21198/zz0008zjzd		eng	ISO639-2
21198/zz0008zk0d		eng	ISO639-2
21198/zz0008zk1x		eng	ISO639-2
21198/zz0008zk2f		eng	ISO639-2
21198/zz0008zk3z		eng	ISO639-2
21198/zz0008zk4g		eng	ISO639-2
21198/zz0008zk50		eng	ISO639-2
21198/zz0008zk6h		eng	ISO639-2
21198/zz0008zk71		eng	ISO639-2
21198/zz0008zk8j		eng	ISO639-2
21198/zz0008zk92		eng	ISO639-2
21198/zz0008zkbk		eng	ISO639-2
21198/zz0008zkc3		eng	ISO639-2
21198/zz0008zkdm		eng	ISO639-2
21198/zz0008zkf4		eng	ISO639-2
21198/zz0008zkgn		eng	ISO639-2
21198/zz0008zkh5		eng	ISO639-2
21198/zz0008zkjp		eng	ISO639-2
21198/zz0008zkk6		eng	ISO639-2
21198/zz0008zkmq		eng	ISO639-2
21198/zz0008zkn7		eng	ISO639-2
21198/zz0008zkq8		eng	ISO639-2
21198/zz0008zkrs		eng	ISO639-2
21198/zz0008zks9		eng	ISO639-2
21198/zz0008zktt		eng	ISO639-2
21198/zz0008zkvb		eng	ISO639-2
21198/zz0008zkwv		eng	ISO639-2
21198/zz0008zkxc		eng	ISO639-2
21198/zz0008zkzw		eng	ISO639-2
21198/zz0008zm0w		eng	ISO639-2
21198/zz0008zm1d		eng	ISO639-2
21198/zz0008zm2x		eng	ISO639-2
21198/zz0008zm3f		eng	ISO639-2
21198/zz0008zm4z		eng	ISO639-2
21198/zz0008zm5g		eng	ISO639-2
21198/zz0008zm60		eng	ISO639-2
21198/zz0008zm7h		eng	ISO639-2
21198/zz0008zm81		eng	ISO639-2
21198/zz0008zm9j		eng	ISO639-2
21198/zz0008zmb2		eng	ISO639-2
21198/zz0008zmck		eng	ISO639-2
21198/zz0008zmd3		eng	ISO639-2
21198/zz0008zmfm		eng	ISO639-2
21198/zz0008zmg4		eng	ISO639-2
21198/zz0008zmkp		eng	ISO639-2
21198/zz0008zmm6		eng	ISO639-2
21198/zz0008zmnq		eng	ISO639-2
21198/zz0008zmp7		eng	ISO639-2
21198/zz0008zmqr		eng	ISO639-2
21198/zz0008zmr8		eng	ISO639-2
21198/zz0008zmss		eng	ISO639-2
21198/zz0008zmt9		eng	ISO639-2
21198/zz0008zmvt		eng	ISO639-2
21198/zz0008zmwb		eng	ISO639-2
21198/zz0008zmxv		eng	ISO639-2
21198/zz0008zmzc		eng	ISO639-2
21198/zz0008zn0c		eng	ISO639-2
21198/zz0008zn1w		eng	ISO639-2
21198/zz0008zn2d		eng	ISO639-2
21198/zz0008zn3x		eng	ISO639-2
21198/zz0008zn4f		eng	ISO639-2
21198/zz0008zn5z		eng	ISO639-2
21198/zz0008zn6g		eng	ISO639-2
21198/zz0008zn70		eng	ISO639-2
21198/zz0008zn8h		eng	ISO639-2
21198/zz0008zn91		eng	ISO639-2
21198/zz0008znbj		eng	ISO639-2
21198/zz0008znc2		eng	ISO639-2
21198/zz0008zndk		eng	ISO639-2
21198/zz0008znf3		eng	ISO639-2
21198/zz0008zngm		eng	ISO639-2
21198/zz0008znh4		eng	ISO639-2
21198/zz0008znjn		eng	ISO639-2
21198/zz0008znk5		eng	ISO639-2
21198/zz0008znmp		eng	ISO639-2
21198/zz0008znn6		eng	ISO639-2
21198/zz0008znpq		eng	ISO639-2
21198/zz0008znq7		eng	ISO639-2
21198/zz0008znrr		eng	ISO639-2
21198/zz0008zns8		eng	ISO639-2
21198/zz0008znts		eng	ISO639-2
21198/zz0008znv9		eng	ISO639-2
21198/zz0008znwt		eng	ISO639-2
21198/zz0008znxb		eng	ISO639-2
21198/zz0008znzv		eng	ISO639-2
21198/zz0008zp0v		eng	ISO639-2
21198/zz0008zp1c		eng	ISO639-2
21198/zz0008zp2w		eng	ISO639-2
21198/zz0008zp3d		eng	ISO639-2
21198/zz0008zp5f		eng	ISO639-2
21198/zz0008zp6z		eng	ISO639-2
21198/zz0008zp7g		eng	ISO639-2
21198/zz0008zp80		eng	ISO639-2
21198/zz0008zp9h		eng	ISO639-2
21198/zz0008zpb1		eng	ISO639-2
21198/zz0008zpcj		eng	ISO639-2
21198/zz0008zpd2		eng	ISO639-2
21198/zz0008zpfk		eng	ISO639-2
21198/zz0008zphm		eng	ISO639-2
21198/zz0008zpj4		eng	ISO639-2
21198/zz0008zpkn		eng	ISO639-2
21198/zz0008zpm5		eng	ISO639-2
21198/zz0008zpnp		eng	ISO639-2
21198/zz0008zpp6		eng	ISO639-2
21198/zz0008zpqq		eng	ISO639-2
21198/zz0008zpr7		eng	ISO639-2
21198/zz0008zpsr		eng	ISO639-2
21198/zz0008zpt8		eng	ISO639-2
21198/zz0008zpvs		eng	ISO639-2
21198/zz0008zpw9		eng	ISO639-2
21198/zz0008zpxt		eng	ISO639-2
21198/zz0008zpzb		eng	ISO639-2
21198/zz0008zq0b		eng	ISO639-2
21198/zz0008zq1v		eng	ISO639-2
21198/zz0008zq2c		eng	ISO639-2
21198/zz0008zq3w		eng	ISO639-2
21198/zz0008zq4d		eng	ISO639-2
21198/zz0008zq5x		eng	ISO639-2
21198/zz0008zq6f		eng	ISO639-2
21198/zz0008zq7z		eng	ISO639-2
21198/zz0008zq8g		eng	ISO639-2
21198/zz0008zq90		eng	ISO639-2
21198/zz0008zqbh		eng	ISO639-2
21198/zz0008zqc1		eng	ISO639-2
21198/zz0008zqdj		eng	ISO639-2
21198/zz0008zqf2		eng	ISO639-2
21198/zz0008zqgk		eng	ISO639-2
21198/zz0008zqh3		eng	ISO639-2
21198/zz0008zqjm		eng	ISO639-2
21198/zz0008zqk4		eng	ISO639-2
21198/zz0008zqmn		eng	ISO639-2
21198/zz0008zqn5		eng	ISO639-2
21198/zz0008zqpp		eng	ISO639-2
21198/zz0008zqq6		eng	ISO639-2
21198/zz0008zqrq		eng	ISO639-2
21198/zz0008zqs7		eng	ISO639-2
21198/zz0008zqtr		eng	ISO639-2
21198/zz0008zqv8		eng	ISO639-2
21198/zz0008zqws		eng	ISO639-2
21198/zz0008zqx9		eng	ISO639-2
21198/zz0008zqzt		eng	ISO639-2
21198/zz0008zr0t		eng	ISO639-2
21198/zz0008zr1b		eng	ISO639-2
21198/zz0008zr2v		eng	ISO639-2
21198/zz0008zr3c		eng	ISO639-2
21198/zz0008zr4w		eng	ISO639-2
21198/zz0008zr5d		eng	ISO639-2
21198/zz0008zr6x		eng	ISO639-2
21198/zz0008zr7f		eng	ISO639-2
21198/zz0008zr8z		eng	ISO639-2
21198/zz0008zr9g		eng	ISO639-2
21198/zz0008zrb0		eng	ISO639-2
21198/zz0008zrch		eng	ISO639-2
21198/zz0008zrd1		eng	ISO639-2
21198/zz0008zrfj		eng	ISO639-2
21198/zz0008zrg2		eng	ISO639-2
21198/zz0008zrhk		eng	ISO639-2
21198/zz0008zrj3		eng	ISO639-2
21198/zz0008zrkm		eng	ISO639-2
21198/zz0008zrm4		eng	ISO639-2
21198/zz0008zrnn		eng	ISO639-2
21198/zz0008zrp5		eng	ISO639-2
21198/zz0008zrqp		eng	ISO639-2
21198/zz0008zrr6		eng	ISO639-2
21198/zz0008zrsq		eng	ISO639-2
21198/zz0008zrt7		eng	ISO639-2
21198/zz0008zrvr		eng	ISO639-2
21198/zz0008zrw8		eng	ISO639-2
21198/zz0008zrxs		eng	ISO639-2
21198/zz0008zrz9		eng	ISO639-2
21198/zz0008zs09		eng	ISO639-2
21198/zz0008zs1t		eng	ISO639-2
21198/zz0008zs2b		eng	ISO639-2
21198/zz0008zs3v		eng	ISO639-2
21198/zz0008zs4c		eng	ISO639-2
21198/zz0008zs5w		eng	ISO639-2
21198/zz0008zs6d		eng	ISO639-2
21198/zz0008zs7x		eng	ISO639-2
21198/zz0008zs8f		eng	ISO639-2
21198/zz0008zs9z		eng	ISO639-2
21198/zz0008zsbg		eng	ISO639-2
21198/zz0008zsc0		eng	ISO639-2
21198/zz0008zsdh		eng	ISO639-2
21198/zz0008zsf1		eng	ISO639-2
21198/zz0008zsgj		eng	ISO639-2
21198/zz0008zsh2		eng	ISO639-2
21198/zz0008zsjk		eng	ISO639-2
21198/zz0008zsk3		eng	ISO639-2
21198/zz0008zsmm		eng	ISO639-2
21198/zz0008zsn4		eng	ISO639-2
21198/zz0008zspn		eng	ISO639-2
21198/zz0008zsrp		eng	ISO639-2
21198/zz0008zss6		eng	ISO639-2
21198/zz0008zstq		eng	ISO639-2
21198/zz0008zsv7		eng	ISO639-2
21198/zz0008zswr		eng	ISO639-2
21198/zz0008zsx8		eng	ISO639-2
21198/zz0008zszs		eng	ISO639-2
21198/zz0008zt0s		eng	ISO639-2
21198/zz0008zt19		eng	ISO639-2
21198/zz0008zt2t		eng	ISO639-2
21198/zz0008zt3b		eng	ISO639-2
21198/zz0008zt4v		eng	ISO639-2
21198/zz0008zt5c		eng	ISO639-2
21198/zz0008zt6w		eng	ISO639-2
21198/zz0008zt7d		eng	ISO639-2
21198/zz0008zt8x		eng	ISO639-2
21198/zz0008zt9f		eng	ISO639-2
21198/zz0008ztbz		eng	ISO639-2
21198/zz0008ztcg		eng	ISO639-2
21198/zz0008ztd0		eng	ISO639-2
21198/zz0008ztfh		eng	ISO639-2
21198/zz0008ztg1		eng	ISO639-2
21198/zz0008zthj		eng	ISO639-2
21198/zz0008ztj2		eng	ISO639-2
21198/zz0008ztkk		eng	ISO639-2
21198/zz0008ztm3		eng	ISO639-2
21198/zz0008ztnm		eng	ISO639-2
21198/zz0008ztp4		eng	ISO639-2
21198/zz0008ztqn		eng	ISO639-2
21198/zz0008ztr5		eng	ISO639-2
21198/zz0008ztsp		eng	ISO639-2
21198/zz0008ztt6		eng	ISO639-2
21198/zz0008ztvq		eng	ISO639-2
21198/zz0008ztw7		eng	ISO639-2
21198/zz0008ztxr		eng	ISO639-2
21198/zz0008ztz8		eng	ISO639-2
21198/zz0008zv08		eng	ISO639-2
21198/zz0008zv1s		eng	ISO639-2
21198/zz0008zv29		eng	ISO639-2
21198/zz0008zv3t		eng	ISO639-2
21198/zz0008zv4b		eng	ISO639-2
21198/zz0008zv5v		eng	ISO639-2
21198/zz0008zv6c		eng	ISO639-2
21198/zz0008zv7w		eng	ISO639-2
21198/zz0008zv8d		eng	ISO639-2
21198/zz0008zv9x		eng	ISO639-2
21198/zz0008zvbf		eng	ISO639-2
21198/zz0008zvcz		eng	ISO639-2
21198/zz0008zvdg		eng	ISO639-2
21198/zz0008zvf0		eng	ISO639-2
21198/zz0008zvgh		eng	ISO639-2
21198/zz0008zvh1		eng	ISO639-2
21198/zz0008zvjj		eng	ISO639-2
21198/zz0008zvk2		eng	ISO639-2
21198/zz0008zvmk		eng	ISO639-2
21198/zz0008zvn3		eng	ISO639-2
21198/zz0008zvpm		eng	ISO639-2
21198/zz0008zvq4		eng	ISO639-2
21198/zz0008zvrn		eng	ISO639-2
21198/zz0008zvs5		eng	ISO639-2
21198/zz0008zvtp		eng	ISO639-2
21198/zz0008zvv6		eng	ISO639-2
21198/zz0008zvwq		eng	ISO639-2
21198/zz0008zvx7		eng	ISO639-2
21198/zz0008zvzr		eng	ISO639-2
21198/zz0008zw18		eng	ISO639-2
21198/zz0008zw2s		eng	ISO639-2
21198/zz0008zw39		eng	ISO639-2
21198/zz0008zw4t		eng	ISO639-2
21198/zz0008zw5b		eng	ISO639-2
21198/zz0008zw6v		eng	ISO639-2
21198/zz0008zw7c		eng	ISO639-2
21198/zz0008zw8w		eng	ISO639-2
21198/zz0008zw9d		eng	ISO639-2
21198/zz0008zwbx		eng	ISO639-2
21198/zz0008zwcf		eng	ISO639-2
21198/zz0008zwdz		eng	ISO639-2
21198/zz0008zwfg		eng	ISO639-2
21198/zz0008zwg0		eng	ISO639-2
21198/zz0008zwj1		eng	ISO639-2
21198/zz0008zwkj		eng	ISO639-2
21198/zz0008zwm2		eng	ISO639-2
21198/zz0008zwnk		eng	ISO639-2
21198/zz0008zwp3		eng	ISO639-2
21198/zz0008zwqm		eng	ISO639-2
21198/zz0008zwsn		eng	ISO639-2
21198/zz0008zwt5		eng	ISO639-2
21198/zz0008zwvp		eng	ISO639-2
21198/zz0008zww6		eng	ISO639-2
21198/zz0008zwxq		eng	ISO639-2
21198/zz0008zwz7		eng	ISO639-2
21198/zz0008zx07		eng	ISO639-2
21198/zz0008zx1r		eng	ISO639-2
21198/zz0008zx28		eng	ISO639-2
21198/zz0008zx3s		eng	ISO639-2
21198/zz0008zx49		eng	ISO639-2
21198/zz0008zx5t		eng	ISO639-2
21198/zz0008zx6b		eng	ISO639-2
21198/zz0008zx7v		eng	ISO639-2
21198/zz0008zx8c		eng	ISO639-2
21198/zz0008zx9w		eng	ISO639-2
21198/zz0008zxbd		eng	ISO639-2
21198/zz0008zxcx		eng	ISO639-2
21198/zz0008zxdf		eng	ISO639-2
21198/zz0008zxfz		eng	ISO639-2
21198/zz0008zxgg		eng	ISO639-2
21198/zz0008zxh0		eng	ISO639-2
21198/zz0008zxrm		eng	ISO639-2
21198/zz0008zxs4		eng	ISO639-2
21198/zz0008zxtn		eng	ISO639-2
21198/zz0008zxv5		eng	ISO639-2
21198/zz0008zxwp		eng	ISO639-2
21198/zz0008zxx6		eng	ISO639-2
21198/zz0008zxzq		eng	ISO639-2
21198/zz0008zz0q		eng	ISO639-2
21198/zz0008zz17		eng	ISO639-2
21198/zz0008zz2r		eng	ISO639-2
21198/zz0008zz4s		eng	ISO639-2
21198/zz0008zz59		eng	ISO639-2
21198/zz0008zz6t		eng	ISO639-2
21198/zz0008zz7b		eng	ISO639-2
21198/zz0008zz8v		eng	ISO639-2
21198/zz0008zz9c		eng	ISO639-2
21198/zz0008zzbw		eng	ISO639-2
21198/zz0008zzcd		eng	ISO639-2
21198/zz0008zzdx		eng	ISO639-2
21198/zz0008zzff		eng	ISO639-2
21198/zz0008zzgz		eng	ISO639-2
21198/zz0008zzhg		eng	ISO639-2
21198/zz0008zzj0		eng	ISO639-2
21198/zz0008zzkh		eng	ISO639-2
21198/zz0008zzm1		eng	ISO639-2
21198/zz0008zznj		eng	ISO639-2
21198/zz0008zzp2		eng	ISO639-2
21198/zz0008zzqk		eng	ISO639-2
21198/zz0008zzr3		eng	ISO639-2
21198/zz0008zzsm		eng	ISO639-2
21198/zz0008zzt4		eng	ISO639-2
21198/zz0008zzvn		eng	ISO639-2
21198/zz0008zzw5		eng	ISO639-2
21198/zz0008zzxp		eng	ISO639-2
21198/zz0008zzz6		eng	ISO639-2
21198/zz00090002		eng	ISO639-2
21198/zz0009001k		eng	ISO639-2
21198/zz00090023		eng	ISO639-2
21198/zz0009003m		eng	ISO639-2
21198/zz00090044		eng	ISO639-2
21198/zz0009005n		eng	ISO639-2
21198/zz00090065		eng	ISO639-2
21198/zz0009007p		eng	ISO639-2
21198/zz0009009q		eng	ISO639-2
21198/zz000900b7		eng	ISO639-2
21198/zz000900cr		eng	ISO639-2
21198/zz000900d8		eng	ISO639-2
21198/zz000900fs		eng	ISO639-2
21198/zz000900g9		eng	ISO639-2
21198/zz000900ht		eng	ISO639-2
21198/zz000900jb		eng	ISO639-2
21198/zz000900kv		eng	ISO639-2
21198/zz000900mc		eng	ISO639-2
21198/zz000900nw		eng	ISO639-2
21198/zz000900pd		eng	ISO639-2
21198/zz000900qx		eng	ISO639-2
21198/zz000900rf		eng	ISO639-2
21198/zz000900sz		eng	ISO639-2
21198/zz000900tg		eng	ISO639-2
21198/zz000900v0		eng	ISO639-2
21198/zz000900wh		eng	ISO639-2
21198/zz000900x1		eng	ISO639-2
21198/zz000900zj		eng	ISO639-2
21198/zz0009010j		eng	ISO639-2
21198/zz00090112		eng	ISO639-2
21198/zz0009012k		eng	ISO639-2
21198/zz00090133		eng	ISO639-2
21198/zz0009014m		eng	ISO639-2
21198/zz00090154		eng	ISO639-2
21198/zz0009016n		eng	ISO639-2
21198/zz00090175		eng	ISO639-2
21198/zz0009018p		eng	ISO639-2
21198/zz00090196		eng	ISO639-2
21198/zz000901bq		eng	ISO639-2
21198/zz000901c7		eng	ISO639-2
21198/zz000901dr		eng	ISO639-2
21198/zz000901f8		eng	ISO639-2
21198/zz000901h9		eng	ISO639-2
21198/zz000901jt		eng	ISO639-2
21198/zz000901mv		eng	ISO639-2
21198/zz000901nc		eng	ISO639-2
21198/zz000901qd		eng	ISO639-2
21198/zz000901sf		eng	ISO639-2
21198/zz000901tz		eng	ISO639-2
21198/zz000901vg		eng	ISO639-2
21198/zz000901w0		eng	ISO639-2
21198/zz00090222		eng	ISO639-2
21198/zz0009023k		eng	ISO639-2
21198/zz0009025m		eng	ISO639-2
