ARK	TYPE	VALUE	SOURCE
21198/zz0008zdhr	other	Los Angeles Art Community: Group Portrait, Craig Kauffman	
21198/zz0008zdj8	other	Creating an Oriental Languages Department and Library	
21198/zz0008zdks	other	Technology, History, Democracy	
21198/zz0008zdm9	other	Museums and the Art of Our Time	
21198/zz0008zdnt	other	Forty Years in Education in Southern California (1904-1944)	
21198/zz0008zdpb	other	In Quest of Full Citizenship	
21198/zz0008zdqv	other	Early Days of a Labor Radical	
21198/zz0008zdrc	other	Vessels of Celebration	
21198/zz0008zdsw	other	Impressions of a Printer	
21198/zz0008zdtd	other	Liberal Arts in the Modern University	
21198/zz0008zdvx	other	Entrepreneurs of the West: Simon Ramo	
21198/zz0008zdwf	other	Dentistry's Founding Dean	
21198/zz0008zdxz	other	Black Leadership in Los Angeles: Marnesba Tackett	
21198/zz0008zdzg	other	Black Leadership in Los Angeles: John Lamar Hill II	
21198/zz0008zf0g	other	Black Leadership in Los Angeles: Ruth Washington	
21198/zz0008zf31	other	For an Independent Trade Union Movement	
21198/zz0008zf4j	other	Designing With Spirit	
21198/zz0008zf52	other	Building the UCLA Chemistry Department	
21198/zz0008zf73	other	Evolution of a Metropolitan Skyline	
21198/zz0008zf8m	other	Los Angeles Type Founders, Inc.	
21198/zz0008zfbn	other	The Organic View of Design	
21198/zz0008zfc5	other	Houston in Retrospect	
21198/zz0008zff6	other	Father of the UCLA Law School	
21198/zz0008zfgq	other	Responsibility, Infinity, Nature	
21198/zz0008zfh7	other	The Compinsky Trio	
21198/zz0008zfjr	other	Inventions and Imitations: Tradition and the Advanced Guard in the Work of Edouard Roditi	
21198/zz0008zfms	other	A Career in Law School Administration	
21198/zz0008zfn9	other	A Passion for Justice	
21198/zz0008zfpt	other	Collections and Programs at the Los Angeles County Museum of Art	
21198/zz0008zfqb	other	The Education of Alice McGrath	
21198/zz0008zfrv	other	Out of the Silents	
21198/zz0008zfsc	other	Studio System for the Television Era	
21198/zz0008zftw	other	The Show Started on the Sidewalk	
21198/zz0008zfwx	other	Ask the Mayor	
21198/zz0008zfxf	other	Entrepreneurs of the West: John C. Best	
21198/zz0008zfzz	other	We Are a Separate People	
21198/zz0008zg0z	other	From Vaudeville to Hollywood	
21198/zz0008zg1g	other	Small Felicities of Life	
21198/zz0008zg20	other	The UCLA Division of Urology	
21198/zz0008zg3h	other	Fifty Years of Property Law	
21198/zz0008zg41	other	The Dogs That Eat Sweet Grass	
21198/zz0008zg5j	other	Water for Los Angeles: Mona Osborne	
21198/zz0008zg62	other	Water for Los Angeles: Robert Lee	
21198/zz0008zg7k	other	Katherine Philips Edson Remembered	
21198/zz0008zg83	other	UCLA's Accounting Officer	
21198/zz0008zg9m	other	Founding President of UCLA's Graduate Student Association	
21198/zz0008zgb4	other	Organizing the United Auto Workers in Los Angeles	
21198/zz0008zgcn	other	Water for Los Angeles: Gerald W. Jones	
21198/zz0008zgd5	other	Water for Los Angeles: Robert V. Phillips	
21198/zz0008zgfp	other	Life in Several Keys	
21198/zz0008zgg6	other	Water for Los Angeles: Samuel B. Nelson	
21198/zz0008zghq	other	Recollections of Arthur James McFadden	
21198/zz0008zgj7	other	Water for Los Angeles: Alfred H. Driscoll	
21198/zz0008zgkr	other	Water for Los Angeles: Gerard A. Wyss	
21198/zz0008zgm8	other	Dean, Mentor, Colleague: Bridging Humanities and the Fine Arts at UCLA	
21198/zz0008zgns	other	Black Leadership in Los Angeles: Celes King III	
21198/zz0008zgp9	other	The Art of Arts Management	
21198/zz0008zgqt	other	The Shapes of Time	
21198/zz0008zgrb	other	The Sounding Board	
21198/zz0008zgsv	other	UCLA and the XXIIIrd Olympiad	
21198/zz0008zgtc	other	Creating the Department of Surgery at the UCLA School of Medicine	
21198/zz0008zgvw	other	Substance and Function in Architecture	
21198/zz0008zgwd	other	Some Recollections on California Agriculture	
21198/zz0008zgxx	other	The Enterprises of Walter Knott	
21198/zz0008zgzf	other	Black Leadership in Los Angeles: Thomas Kilgore, Jr.	
21198/zz0008zh1z	other	Collecting the Folk Arts of Mexico	
21198/zz0008zh2g	other	UCLA Vice-Chancellor Academic Affairs	
21198/zz0008zh30	other	California Assemblage Art: Gordon Wagner	
21198/zz0008zh4h	other	UCLA School of Nursing's Founding Dean	
21198/zz0008zh51	other	Black Leadership in Los Angeles: Ivan J. Houston	
21198/zz0008zh6j	other	Personal Service to the Client	
21198/zz0008zh72	other	UCLA Neuropsychiatric Institute and Hospital: Henry H. Work	
21198/zz0008zh8k	other	UCLA Neuropsychiatric Institute and Hospital: Ivan N. Mensh	
21198/zz0008zh93	other	Seven Decades of Planning and Development in the Los Angeles Region: Milton Breivogel	
21198/zz0008zhbm	other	Reflections of a California Liberal	
21198/zz0008zhc4	other	Seven Decades of Planning and Development in the Los Angeles Region: General William J. Fox	
21198/zz0008zhf5	other	Architecture, Planning, and Social Responsibility	
21198/zz0008zhgp	other	Insight and Progress: Development of a Cell Biologist	
21198/zz0008zhh6	other	Pasadena Art Museum: Thomas G. Terbell, Jr.	
21198/zz0008zhjq	other	Advocacy for Ideas	
21198/zz0008zhk7	other	Pasadena Art Museum: John Coplans	
21198/zz0008zhmr	other	Pasadena Art Museum: William C. Agee	
21198/zz0008zhn8	other	Comparative Constitutional Law at UCLA	
21198/zz0008zhps	other	Pasadena Art Museum: Martha Bertonneau Padve	
21198/zz0008zhq9	other	Portrait of a Cameraman	
21198/zz0008zhrt	other	Pasadena Art Museum: Thomas W. Leavitt	
21198/zz0008zhsb	other	Pasadena Art Museum: Harold L. Glicksman	
21198/zz0008zhtv	other	UCLA Neuropsychiatric Institute and Hospital: Augustus S. Rose	
21198/zz0008zhvc	other	UCLA and the XXIIIrd Olympiad: John R. Sandbrook	
21198/zz0008zhww	other	UCLA Neuropsychiatric Institute and Hospital: Bertha B. Unger	
21198/zz0008zhxd	other	Entrepreneurs of the West: John E. Anderson	
21198/zz0008zhzx	other	UCLA Neuropsychiatric Institute and Hospital: Norman Q. Brill	
21198/zz0008zj0x	other	UCLA Neuropsychiatric Institute and Hospital: George Tarjan	
21198/zz0008zj1f	other	Democracy and the American Communist Movement	
21198/zz0008zj2z	other	Pasadena Art Museum: Elizabeth Hanson	
21198/zz0008zj3g	other	Memoirs of an Historian	
21198/zz0008zj40	other	Maestro of the American Youth Symphony	
21198/zz0008zj5h	other	Pasadena Art Museum: Elizabeth S. Burton	
21198/zz0008zj61	other	The Law, Arbitration, and the Media	
21198/zz0008zj7j	other	Pasadena Art Museum: Robert Ellis	
21198/zz0008zj82	other	Pasadena Art Museum: Walter Hopps	
21198/zz0008zj9k	other	UCLA Student Leaders: Howard Carpenter	
21198/zz0008zjb3	other	Pasadena Art Museum: John Palmer and Blanche Magurn Leeper	
21198/zz0008zjcm	other	Building the United Automobile Workers at Ryan Aeronautical Company	
21198/zz0008zjd4	other	UCLA Student Leaders: John B. Jackson	
21198/zz0008zjfn	other	UCLA Student Leaders: Curtis L. Mick	
21198/zz0008zjg5	other	Recollections of Samuel Butler	
21198/zz0008zjhp	other	Librarianship: Freedom to Read and the Right to Know	
21198/zz0008zjj6	other	UCLA Student Leaders: William E. Forbes	
21198/zz0008zjkq	other	Building the United Automobile Workers at North American Aviation	
21198/zz0008zjm7	other	UCLA Student Leaders: Evelyn Woodroof Field	
21198/zz0008zjnr	other	The UE, AFSCME, and Militant Trade Unionism	
21198/zz0008zjp8	other	Pasadena Art Museum: Lois Boardman	
21198/zz0008zjqs	other	Utilities Workers, the UE, and the CIO	
21198/zz0008zjr9	other	UCLA's School of Public Health: Milton I. Roemer	
21198/zz0008zjst	other	UCLA Student Leaders: James W. Lloyd	
21198/zz0008zjtb	other	Pasadena Art Museum: Eudorah M. Moore	
21198/zz0008zjvv	other	Memoirs of John Robertson Quinn	
21198/zz0008zjwc	other	Hollywood Blacklist: Jeff Corey	
21198/zz0008zjxw	other	Hollywood Blacklist: Helen Slote Levitt	
21198/zz0008zjzd	other	Hollywood Blacklist: Donald Gordon	
21198/zz0008zk0d	other	The UE in Southern California	
21198/zz0008zk1x	other	Hollywood Blacklist: Alfred Lewis Levitt	
21198/zz0008zk2f	other	UCLA Student Leaders: David W. Ridgway	
21198/zz0008zk3z	other	Hollywood Blacklist: John Bright	
21198/zz0008zk4g	other	UCLA Student Leaders: Eugene P. Conser	
21198/zz0008zk50	other	Urologic Innovator	
21198/zz0008zk6h	other	UCLA Student Leaders: Burton Kenneth Goodman	
21198/zz0008zk71	other	I'm Home Free	
21198/zz0008zk8j	other	Hollywood Blacklist: Paul Jarrico	
21198/zz0008zk92	other	UCLA Student Leaders: Blanche Noble Baker	
21198/zz0008zkbk	other	Collector and Connoisseur	
21198/zz0008zkc3	other	UCLA Student Leaders: Donald B. Leiffer	
21198/zz0008zkdm	other	UCLA Student Leaders: Beatrice C. Haig	
21198/zz0008zkf4	other	Violinist for Sound and Concert Stage	
21198/zz0008zkgn	other	World Citizen	
21198/zz0008zkh5	other	UCLA Student Leaders: Carl G. L. Schaefer	
21198/zz0008zkjp	other	UCLA Student Leaders: Lucy Guild Toberman	
21198/zz0008zkk6	other	UCLA Student Leaders: Richard D. Goldstone	
21198/zz0008zkmq	other	John Gee Clark: California Legislator, Executive Administrator, and Judge	
21198/zz0008zkn7	other	Teaching, Research, Patient Care	
21198/zz0008zkq8	other	Entrepreneurship, Quality, and the Products Research and Chemical Corporation	
21198/zz0008zkrs	other	UCLA Student Leaders: Maxine Olsen Smith	
21198/zz0008zks9	other	UCLA Student Leaders: L. Porter Hendricks	
21198/zz0008zktt	other	UCLA Student Leaders: Dean E. McHenry	
21198/zz0008zkvb	other	Seven Decades of Planning and Development in the Los Angeles Region: Simon Eisner	
21198/zz0008zkwv	other	UCLA Ombudsman	
21198/zz0008zkxc	other	“Comedy Is No Laughing Matter”	
21198/zz0008zkzw	other	The Books of the Weather Bird Press	
21198/zz0008zm0w	other	Harold Conkling: Hydraulic Engineer	
21198/zz0008zm1d	other	African-American Architects of Los Angeles: Lester O. Bankhead	
21198/zz0008zm2x	other	Journey from Berlin	
21198/zz0008zm3f	other	Folk Art and Textile Collections at the Museum of Cultural History	
21198/zz0008zm4z	other	African-American Artists of Los Angeles: Noah Purifoy	
21198/zz0008zm5g	other	The Fine Arts and Lithography in Los Angeles	
21198/zz0008zm60	other	African-American Artists of Los Angeles:  Ruth G. Waddy	
21198/zz0008zm7h	other	African-American Architects of Los Angeles: Harold L. Williams	
21198/zz0008zm81	other	Central Avenue Sounds: William Woodman	
21198/zz0008zm9j	other	The Modern Sensibility at the Fogg Art Museum	
21198/zz0008zmb2	other	Central Avenue Sounds: William Douglass	
21198/zz0008zmck	other	Who Would Have Ever Dreamed?	
21198/zz0008zmd3	other	La Voce Lirica-Spinta	
21198/zz0008zmfm	other	Hollywood Blacklist: Mary Davenport	
21198/zz0008zmg4	other	Central Avenue Sounds: Cecil McNeely	
21198/zz0008zmhn	other	L'entrata dell'arte nella vita quotidiana (Bringing Art into Everyday Life): Giulio Carlo Argan	
21198/zz0008zmj5	other	La storia come progetto (History as Project): Manfredo Tafuri	
21198/zz0008zmkp	other	Voice of the Chorale	
21198/zz0008zmm6	other	African-American Artists of Los Angeles: William Pajaud	
21198/zz0008zmnq	other	Central Avenue Sounds: Ernie Andrews	
21198/zz0008zmp7	other	Pew Scholar in the Biomedical Sciences: Ronald A. Milligan	
21198/zz0008zmqr	other	Rebel and Architect	
21198/zz0008zmr8	other	Early San Fernando: Memoirs of Mrs. Catherine Dace	
21198/zz0008zmss	other	Memoirs of Harold H. Story	
21198/zz0008zmt9	other	The Fluxus Movement	
21198/zz0008zmvt	other	Central Avenue Sounds: Gerald Wiggins	
21198/zz0008zmwb	other	Central Avenue Sounds: Buddy Collette	
21198/zz0008zmxv	other	African-American Artists of Los Angeles: John W. Outterbridge	
21198/zz0008zmzc	other	Pew Scholar in the Biomedical Sciences:  Beverly M. Emerson	
21198/zz0008zn0c	other	Central Avenue Sounds: Jackie Kelso	
21198/zz0008zn1w	other	Art Historian	
21198/zz0008zn2d	other	Pew Scholar in the Biomedical Sciences: Yusuf A. Hannun	
21198/zz0008zn3x	other	African-American Architects of Los Angeles: Norma Merrick Sklarek	
21198/zz0008zn4f	other	Pew Scholar in the Biomedical Sciences: Lester F. Lau	
21198/zz0008zn5z	other	Reflections of John Joseph Martin	
21198/zz0008zn6g	other	Art Historian	
21198/zz0008zn70	other	Art Historian	
21198/zz0008zn8h	other	Pew Scholar in the Biomedical Sciences: Charles M. Rubin	
21198/zz0008zn91	other	English as a Second Language (ESL) at UCLA	
21198/zz0008znbj	other	UCLA Student Leaders: Florence Blackman Wittenburg	
21198/zz0008znc2	other	Central Avenue Sounds: Clora Bryant	
21198/zz0008zndk	other	Art Historian	
21198/zz0008znf3	other	Central Avenue Sounds: William Ernest Green	
21198/zz0008zngm	other	African-American Artists of Los Angeles: Alonzo Davis	
21198/zz0008znh4	other	Pew Scholar in the Biomedical Sciences: Gregory S. PaynePew Scholar in the Biomedical Sciences: Gregory S. Payne	
21198/zz0008znjn	other	George Hoyningen-Huene: Photographer	
21198/zz0008znk5	other	Concert Pianist	
21198/zz0008znmp	other	You Can Have It All	
21198/zz0008znn6	other	Art Historian	
21198/zz0008znpq	other	Art Historian	
21198/zz0008znq7	other	University of California President	
21198/zz0008znrr	other	Art Historian	
21198/zz0008zns8	other	Art Historian	
21198/zz0008znts	other	Museum Curator	
21198/zz0008znv9	other	Libraries and the Inquiring Mind	
21198/zz0008znwt	other	Art Historian	
21198/zz0008znxb	other	Verne Dyson: Recollections	
21198/zz0008znzv	other	Art Historian	
21198/zz0008zp0v	other	Art Historian	
21198/zz0008zp1c	other	Pew Scholar in the Biomedical Sciences: Jeffrey T. Holt	
21198/zz0008zp2w	other	Pew Scholar in the Biomedical Sciences: Philippe M. Soriano	
21198/zz0008zp3d	other	Museum Director	
21198/zz0008zp5f	other	Pew Scholar in the Biomedical Sciences: William A. Muller	
21198/zz0008zp6z	other	Central Avenue Sounds: Gerald S. Wilson	
21198/zz0008zp7g	other	William Beye Fyfe	
21198/zz0008zp80	other	Central Avenue Sounds: Fletcher Smith	
21198/zz0008zp9h	other	William H. Jennings: Water Lawyer	
21198/zz0008zpb1	other	Central Avenue Sounds: Art Farmer	
21198/zz0008zpcj	other	John Lautner	
21198/zz0008zpd2	other	Central Avenue Sounds: Britt Woodman	
21198/zz0008zpfk	other	As Luck Would Have It	
21198/zz0008zphm	other	Vera Schultz	
21198/zz0008zpj4	other	Seven Decades of Planning and Development in the Los Angeles Region: Calvin S. Hamilton	
21198/zz0008zpkn	other	African-American Architects of Los Angeles: Robert A. Kennard	
21198/zz0008zpm5	other	African-American Artists of Los Angeles: Samella Lewis	
21198/zz0008zpnp	other	African-American Artists of Los Angeles: Curtis Tann	
21198/zz0008zpp6	other	Recollections of Juvenile Hall	
21198/zz0008zpqq	other	African-American Artists of Los Angeles:  Marvin Harden	
21198/zz0008zpr7	other	Black Leadership in Los Angeles: Augustus F. Hawkins	
21198/zz0008zpsr	other	Scholar, Writer, and Curator of Indian Art: Pratapaditya Pal	
21198/zz0008zpt8	other	Pew Scholar in the Biomedical Sciences: Peter R. Arvan	
21198/zz0008zpvs	other	Pew Scholar in the Biomedical Sciences: James A. Borowiec	
21198/zz0008zpw9	other	The Many Paths of Continuing Education	
21198/zz0008zpxt	other	A Scholar for All Seasons: Academic Scientist, Senate Administrator, and National Consultant	
21198/zz0008zpzb	other	African-American Artists of Los Angeles: Betye Saar	
21198/zz0008zq0b	other	Central Avenue Sounds: David Bryant	
21198/zz0008zq1v	other	Pew Scholar in the Biomedical Sciences: Charles S. Zuker	
21198/zz0008zq2c	other	Reflections of a Labor Organizer	
21198/zz0008zq3w	other	Pew Scholar in the Biomedical Sciences: Frank A. Laski	
21198/zz0008zq4d	other	Pew Scholar in the Biomedical Sciences: Carol W. Greider	
21198/zz0008zq5x	other	Alvin Louis Wiehle	
21198/zz0008zq6f	other	Central Avenue Sounds: Marshal Royal	
21198/zz0008zq7z	other	Pew Scholar in the Biomedical Sciences: Ralph C. Budd	
21198/zz0008zq8g	other	But You Don't Look Like a Physicist	
21198/zz0008zq90	other	Pew Scholar in the Biomedical Sciences: David J. Julius	
21198/zz0008zqbh	other	Central Avenue Sounds: Marl Young	
21198/zz0008zqc1	other	The Best of Times: Four Decades in the UCLA Library	
21198/zz0008zqdj	other	Central Avenue Sounds: John Ewing	
21198/zz0008zqf2	other	Jean Burt Reilly: Motion Picture Hairstylist	
21198/zz0008zqgk	other	Pew Scholar in the Biomedical Sciences: Charles N. Serhan	
21198/zz0008zqh3	other	Pew Scholar in the Biomedical Sciences: Joseph P. Dougherty	
21198/zz0008zqjm	other	Entrepreneurs of the West: Jules Berman	
21198/zz0008zqk4	other	UAW Workplace and Community Action	
21198/zz0008zqmn	other	Central Avenue Sounds: Frank Morgan	
21198/zz0008zqn5	other	Pew Scholar in the Biomedical Sciences: Paul J. Anderson	
21198/zz0008zqpp	other	Pew Scholar in the Biomedical Sciences: Carolyn E. Machamer	
21198/zz0008zqq6	other	Pew Scholar in the Biomedical Sciences: Brenda L. Bass	
21198/zz0008zqrq	other	Studio Memories	
21198/zz0008zqs7	other	African-American Artists of Los Angeles: Cecil Fergerson	
21198/zz0008zqtr	other	Robert Field, Jr.: Los Angeles Architect	
21198/zz0008zqv8	other	Director of Fine Arts Productions	
21198/zz0008zqws	other	True Lyric Soprano	
21198/zz0008zqx9	other	Central Avenue Sounds: Coney Woodman	
21198/zz0008zqzt	other	Central Avenue Sounds: Melba Liston	
21198/zz0008zr0t	other	Central Avenue Sounds: Horace Tapscott	
21198/zz0008zr1b	other	Jazz Musician, Jazz Educator	
21198/zz0008zr2v	other	Pew Scholars in the Biomedical Sciences: Kai Zinn	
21198/zz0008zr3c	other	Central Avenue Sounds: Lee Young	
21198/zz0008zr4w	other	Pew Scholar in the Biomedical Sciences:  Stephen M. Denning	
21198/zz0008zr5d	other	Ready for Adventures:  Margaret H. Jones-Kanaar	
21198/zz0008zr6x	other	Kenyon J. Scudder: Criminologist and Social Engineer	
21198/zz0008zr7f	other	Pew Scholar in the Biomedical Sciences: Bruce J. Nicholson	
21198/zz0008zr8z	other	Pew Scholar in the Biomedical Sciences: Stewart Shuman	
21198/zz0008zr9g	other	Pew Scholar in the Biomedical Sciences: Jonathon Howard	
21198/zz0008zrb0	other	Pew Scholar in the Biomedical Sciences: Stephen J. Elledge	
21198/zz0008zrch	other	Pew Scholar in the Biomedical Sciences: Paul M. Macdonald	
21198/zz0008zrd1	other	African-American Architects of Los Angeles: John D. Williams	
21198/zz0008zrfj	other	Pew Scholar in the Biomedical Sciences: Alison E. M. Adams	
21198/zz0008zrg2	other	Central Avenue Sounds: Anthony Ortega	
21198/zz0008zrhk	other	Pew Scholar in the Biomedical Sciences: Peter S. Kim	
