ARK	TYPE	VALUE	SOURCE
21198/zz0008z94m	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z954	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z96n	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z975	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z98p	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z996	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9bq	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008z9c7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9dr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9f8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9gs	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9h9	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9jt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9kb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9mv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9nc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9pw	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008z9qd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9rx	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008z9sf	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9tz	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9vg	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008z9w0	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9xh	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008z9z1	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb01	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb1j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb22	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb3k	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb43	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb5m	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb64	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb7n	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zb9p	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbb6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbd7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbg8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbhs	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbj9	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbkt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbmb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbnv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbpc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbqw	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbrd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbsx	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbtf	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zbvz	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbwg	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbx0	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zbzh	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc0h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc11	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc2j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc32	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc4k	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc53	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zc6m	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc74	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc8n	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zc95	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcbp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcc6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcdq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcf7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcgr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zch8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcjs	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcmt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcnb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcpv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcqc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcsd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zctx	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zcwz	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zd00	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zd1h	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zd21	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd3j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd42	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd5k	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd63	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd7m	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd84	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zd9n	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdb5	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdcp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdfq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdhr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdj8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdks	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdm9	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zdnt	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zdpb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdqv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdrc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdsw	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdtd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdvx	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdwf	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdxz	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zdzg	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf0g	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf2h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf31	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf4j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf52	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf73	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zf8m	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfbn	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfc5	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zff6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfgq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfh7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfjr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfms	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfn9	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zfpt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfqb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfrv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfsc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zftw	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfwx	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfxf	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zfzz	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg0z	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zg1g	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg20	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg3h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg41	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zg5j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg62	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg7k	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zg83	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zg9m	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgb4	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgcn	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgd5	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgfp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgg6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zghq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgj7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgkr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgm8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgns	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgp9	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgqt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgrb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgsv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgtc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgvw	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgwd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgxx	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zgzf	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh0f	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh1z	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh2g	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh30	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh4h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh51	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh6j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh72	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh8k	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zh93	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhbm	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zhc4	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhf5	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhgp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhh6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhjq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhk7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhmr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhn8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhps	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhq9	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zhrt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhsb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhtv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhvc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhww	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhxd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zhzx	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj0x	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj1f	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj2z	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj3g	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zj40	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj5h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj61	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj7j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj82	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zj9k	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjb3	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjcm	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjd4	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjfn	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjg5	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjhp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjj6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjkq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjm7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjnr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjp8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjqs	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjr9	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjst	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjtb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjvv	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zjwc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjxw	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zjzd	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk0d	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk1x	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk2f	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk3z	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk4g	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk50	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk6h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk71	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk8j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zk92	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkbk	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkc3	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkdm	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkf4	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkgn	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkh5	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkjp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkk6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkmq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkn7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkq8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkrs	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zks9	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zktt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkvb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkwv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkxc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zkzw	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm0w	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm1d	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm2x	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm3f	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm4z	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm5g	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm60	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm7h	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm81	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zm9j	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmb2	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmck	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmd3	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmfm	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmg4	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmhn	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmj5	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmkp	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmm6	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmnq	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmp7	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmqr	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmr8	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmss	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmt9	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmvt	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmwb	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmxv	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zmzc	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zn0c	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zn1w	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zn2d	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zn3x	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zn4f	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
21198/zz0008zn5z	copyrightStatus	Interviewee Retained Copyright	COHR
21198/zz0008zn6g	rightsHolderName	Regents of the University of California, UCLA Library.	copyrightMD
