ARK	TYPE	VALUE	SOURCE
21198/zz0008zh2g	interviewee	Sherwood, Foster H.	local
21198/zz0008zvzr	interviewer	Simms, Daniel	local
21198/zz0008zb01	interviewee	Slonimsky, Nicolas	local
21198/zz0008zs1t	interviewer	Smith, Andrew B.	local
21198/zz0008z9xh	interviewer	Smith, Kathryn A.	local
21198/zz0008zm2x	interviewer	Smith, Richard Candida	local
21198/zz0008z98p	authorOfIntroduction	Smith, Richard Candida	local
21198/zz0008zcgr	interviewer	Snyder, Allegra Fuller	local
21198/zz0008z7t0	interviewee	Sorrell, Herbert Knott	local
21198/zz0008ztfh	interviewer	Steinberg, Barry R.	local
21198/zz0008z9vg	interviewee	Stendahl, Alfred	local
21198/zz0008zbg8	interviewer	Stern, Stephen	local
21198/zz0009003m	interviewer	Stewart, Jim	local
21198/zz0009001k	interviewer	Stewart, Jim	local
21198/zz00090065	interviewer	Stewart, Jim	local
21198/zz000900rf	interviewer	Sullivan, Mary	local
21198/zz000j3xrq	interviewee	Sumner, Ann	local
21198/zz0008zdxz	interviewee	Tackett, Marnesba	local
21198/zz000900fs	interviewee	Thompson, T. Carleton	local
21198/zz0008zkdm	interviewer	Treleven, Dale E.	local
21198/zz0008zvrn	interviewer	Treleven, Dale E.	local
21198/zz0008zkc3	interviewer	Treleven, Dale E.	local
21198/zz0008zgrb	interviewer	Treleven, Dale E.	local
21198/zz0008zfzz	interviewer	Tuchman, Mitch	local
21198/zz00090374	interviewer	Tuchman, Mitch	local
21198/zz0008zhww	interviewee	Unger, Bertha B.	local
21198/zz0008zp7g	interviewer	Valentine, Maggie	local
21198/zz000900g9	interviewee	Van DeGrift, Ethel	local
21198/zz0015vhs4	interviewer	Vasquez, Carlos	local
21198/zz0008zv9x	interviewer	Vasquez, Carlos	local
21198/zz0008zv1s	interviewer	Vasquez, Carlos	local
21198/zz0008zv7w	interviewer	Vasquez, Carlos	local
21198/zz0013zgs5	interviewee	Vidor, King	local
21198/zz0008zns8	interviewee	Von Simson, Otto	local
21198/zz0008zbx0	authorOfIntroduction	Vosper, Robert	local
21198/zz0008zqws	interviewee	Warenskjold, Dorothy	local
21198/zz002k638d	interviewee	Wayne, June	local
21198/zz0015vc5w	interviewee	Webb, Thompson	local
21198/zz0008zwm2	interviewee	Weingand, Alvin C.	local
21198/zz000902rd	interviewer	Weschler, Lawrence	local
21198/zz000902nv	interviewer	Weschler, Lawrence	local
21198/zz0008zmvt	interviewee	Wiggins, Gerald	local
21198/zz0008zp6z	interviewee	Wilson, Gerald S.	local
21198/zz0008zd42	interviewee	Witherspoon, Blanche	local
21198/zz0008zrvr	interviewer	Woods, Clyde	local
21198/zz0008zh72	interviewee	Work, Henry H.	local
21198/zz0008z8wh	interviewer	Wutkee, Winston	local
21198/zz0008zgkr	interviewee	Wyss, Gerard A.	local
21198/zz0009g00b	interviewer	Yates, Susan Douglass	local
21198/zz0009g04d	interviewer	Yates, Susan Douglass	local
21198/zz002k302h	interviewer	Yates, Susan Douglass	local
21198/zz0008zfwx	interviewee	Yorty, Samuel W.	local
21198/zz000j442q	interviewee	Young, Charles E.	local
21198/zz000990zk	interviewee	Young, Charles E.	local
21198/zz0008zbd7	interviewee	Zeitlin, Jake	local
21198/zz0008z98p	interviewer	Zolotow, Milton	local
21198/zz00097r2v	interviewee	Demetrakas, Johanna	COHR
21198/zz00097xfz	interviewee	Strand, Chick	COHR
21198/zz00098x79	interviewer	Kanigher, Michael	COHR
21198/zz00099nwq	interviewer	Bahr, Diana M.	COHR
21198/zz00179drt	interviewer	Bahr, Diana M.	COHR
21198/zz00099hc1	interviewee	Champagne, Duane	COHR
21198/zz00099pt5	interviewer	Carr, Elston L.	COHR
21198/zz0009dgdd	interviewee	Levy, David E.	COHR
21198/zz0009dgrk	interviewee	Niswander, Lee Ann	COHR
21198/zz0009jdtf	interviewee	O'Neill, Russell R.	COHR
21198/zz00096qt9	interviewee	Steel, Michelle Park	COHR
21198/zz00096mh6	interviewee	Newman, Penny	COHR
21198/zz000903bp	interviewee	Ackerman, Forrest J.	local
21198/zz0008zrfj	interviewee	Adams, Alison E. M.	local
21198/zz002kgwg6	interviewer	Adamson, Joe	local
21198/zz002kgwkr	interviewer	Adamson, Joe	local
21198/zz002kgwd5	interviewer	Adamson, Joe	local
21198/zz0008ztkk	interviewer	Adamson, Joe	local
21198/zz0008ztm3	interviewer	Adamson, Joe	local
21198/zz0008z9kb	authorOfIntroduction	Andrade, Rebecca	local
21198/zz0008zmnq	interviewee	Andrews, Ernie	local
21198/zz0008zgrb	interviewer	Arkatov, Salome Ramis	local
21198/zz0008zxzq	interviewee	Arnold, Thurman	local
21198/zz0008zjkq	interviewee	Aston, William C.	local
21198/zz000j43gf	interviewee	Atkinson, Byron H.	local
21198/zz0008zh72	interviewer	Balter, Michael S.	local
21198/zz0009ghrz	interviewer	Barnett, Teresa	local
21198/zz000990v1	interviewer	Barnett, Teresa	local
21198/zz0015xdw4	interviewer	Basiago, Andrew D.	local
21198/zz0008zb01	interviewer	Bertonneau, Thomas	local
21198/zz0008zcqc	interviewee	Blum, Irving	local
21198/zz0008zpvs	interviewee	Borowiec, James A.	local
21198/zz0008zxtn	interviewee	Brooks, Eugene	local
21198/zz0008zd7m	authorOfIntroduction	Burton, Bernard	local
21198/zz000j43hz	interviewee	Bush, James	local
21198/zz0008z87p	interviewee	Canaday, John E.	local
21198/zz0008z7c8	interviewee	Cassidy, Rosalind F.	local
21198/zz0008zmfm	interviewer	Ceplair, Larry	local
21198/zz0008ztbz	interviewer	Changas, Estelle	local
21198/zz0008zd21	interviewer	Chitester, Robert	local
21198/zz0008zcc6	interviewee	Clark, Margarete L., $d 1889-1986	local
21198/zz000s9kx2	interviewer	Clayton, Mayme	local
21198/zz0008zzkh	interviewer	Clayton, Mayme	local
21198/zz0008zxwp	interviewer	Clayton, Mayme	local
21198/zz000rtftw	interviewee	Clifford, Elise	local
21198/zz000s95n4	interviewer	Cline, Alex	local
21198/zz0008zb1j	interviewee	Coleman, Bettye	local
21198/zz0008zm0w	interviewee	Conkling, Harold	local
21198/zz0008zqk4	interviewer	Connors, Thomas J.	local
21198/zz0008zjkq	interviewer	Connors, Thomas J.	local
21198/zz0008zhk7	interviewee	Coplans, John	local
21198/zz0008zjwc	interviewee	Corey, Jeff, $d 1914-2002	LCNAF
21198/zz0008zzm1	interviewee	Craige, Thomas	local
21198/zz0008zg41	interviewer	Cunningham, Craig	local
21198/zz0008z797	interviewer	Cunningham, Craig	local
21198/zz0008znrr	interviewer	De Noriega, Taina Rikala	local
21198/zz00098x58	interviewee	Collins, James A.	COHR
21198/zz000rws48	interviewee	Sinsabaugh, Helen	COHR
21198/zz000j3xpp	interviewee	Dickson, Wilhelmina	local
21198/zz0008z9bq	interviewer	Dixon, Elizabeth I.	local
21198/zz0008z9pw	interviewer	Dixon, Elizabeth I.	local
21198/zz0008znxb	interviewer	Dixon, Elizabeth I.	local
21198/zz0008zq2c	interviewer	Dixon, Elizabeth I.	local
21198/zz00090395	interviewer	Dixon, Elizabeth I.	local
21198/zz000903pv	interviewer	Dixon, Elizabeth I.	local
21198/zz00093swz	interviewer	Dixon, Elizabeth I.	local
21198/zz0008zdsw	interviewer	Docter, Richard F.	local
21198/zz0008zb64	interviewer	Docter, Richard F.	local
21198/zz0008zz7b	interviewee	Double, Barbara	local
21198/zz0009023k	interviewer	Douglass, Enid H.	local
21198/zz0008zbqw	interviewer	Edgington, Steven	local
21198/zz0008zbvz	interviewee	Ellis, George R.	local
21198/zz0008zz8v	interviewee	Fadem, Joyce	local
21198/zz0008z9dr	interviewee	Feitelson, Lorser	local
21198/zz0009012k	interviewee	Fox, Francis	local
21198/zz00090175	interviewer	Friedman, Paul	local
21198/zz0008zd7m	interviewer	Furmanovsky, Michael	local
21198/zz0008zfms	interviewer	Galm, Bernard	local
21198/zz0008z8ht	interviewer	Galm, Bernard	local
21198/zz0008zkbk	interviewer	Galm, Bernard	local
21198/zz0008z8jb	interviewer	Galm, Bernard	local
21198/zz0008zgtc	interviewer	Galm, Bernard	local
21198/zz0008zd9n	interviewer	Galm, Bernard	local
21198/zz000nmdd8	interviewer	Gardner, Joel	local
21198/zz0008z8cr	interviewer	Gardner, Joel	local
21198/zz0008zjfn	interviewer	Gist, David P.	local
21198/zz0008zjj6	interviewer	Gist, David P.	local
21198/zz000900jb	interviewee	Goetz, Sam	local
21198/zz0009gkc7	interviewer	Benschoten, William Van	COHR
21198/zz0009hw1v	interviewer	Benschoten, William Van	COHR
21198/zz0009htts	interviewer	Benschoten, William Van	COHR
21198/zz0009hvxt	interviewer	Benschoten, William Van	COHR
21198/zz0009cn9t	interviewer	Benschoten, William Van	COHR
21198/zz00161mmn	interviewer	Benschoten, William Van	COHR
21198/zz0017jrtt	interviewer	Benschoten, William Van	COHR
21198/zz0015wkvk	interviewer	Benschoten, William Van	COHR
21198/zz0015wcfg	interviewer	Benschoten, William Van	COHR
21198/zz0015wkxm	interviewer	Benschoten, William Van	COHR
21198/zz000990x2	interviewee	Freedman, Leonard	COHR
21198/zz00099h7z	interviewee	Warren, William D.	COHR
21198/zz0009dcj1	interviewee	Goldberg, Marcia B.	COHR
21198/zz0009dcxq	interviewee	Hiromi, Yasushi	COHR
21198/zz0009ddgg	interviewee	Karpen, Gary	COHR
21198/zz0009dgfx	interviewee	Malouf, Alfred T.	COHR
21198/zz0009fp12	interviewee	Meyers, Herbert	COHR
21198/zz0008zdcp	interviewer	Goodwin, George M.	local
21198/zz0008zc32	interviewer	Goodwin, George M.	local
21198/zz0008zdnt	interviewee	Gould, Arthur	local
21198/zz0008zhn8	interviewee	Grant, James A. C.	local
21198/zz00162wt2	interviewer	Handelsman, Norman	local
21198/zz0008zd42	authorOfIntroduction	Harris, Edmond G.	local
21198/zz0008zp5f	interviewer	Hathaway, Neil D.	local
21198/zz0008zn4f	interviewer	Hathaway, Neil D.	local
21198/zz0008znh4	interviewer	Hathaway, Neil D.	local
21198/zz0008zq1v	interviewer	Hathaway, Neil D.	local
21198/zz0008zr7f	interviewer	Hathaway, Neil D.	local
21198/zz0008zcgr	interviewee	Hawkins, Alma	local
21198/zz0008zfzz	interviewee	Hay, Harry	local
21198/zz0008zd21	interviewer	Hazlett, Thomas	local
21198/zz0008zm7h	interviewer	Henderson, Wesley H.	local
21198/zz0008zz4s	interviewer	Herman, Carlotta	local
21198/zz0008zzgz	interviewer	Herman, Carlotta	local
21198/zz0008zhvc	interviewer	Hodak, George A.	local
21198/zz0008zhc4	interviewer	Holden, Edward A.	local
21198/zz00090285	interviewer	Hopkins, Ranford B.	local
21198/zz0008zh51	interviewee	Houston, Ivan J.	local
21198/zz002kgwg6	interviewee	Huemer, Richard	local
21198/zz002kgwm8	interviewee	Huemer, Richard	local
21198/zz002kgwns	interviewee	Huemer, Richard	local
21198/zz0008ztp4	interviewee	Huemer, Richard	local
21198/zz0009fqqw	interviewer	Isoardi, Steven L.	local
21198/zz00097zcd	interviewer	Isoardi, Steven L.	local
21198/zz0008zmwb	interviewer	Isoardi, Steven L.	local
21198/zz0008zp6z	interviewer	Isoardi, Steven L.	local
21198/zz0008zqmn	interviewer	Isoardi, Steven L.	local
21198/zz0008zrg2	interviewer	Isoardi, Steven L.	local
21198/zz0008zrp5	interviewer	Isoardi, Steven L.	local
21198/zz0008zjd4	interviewee	Jackson, John B.	local
21198/zz0008z9gs	interviewee	Jepson, Herbert	local
21198/zz0008z823	interviewer	Jutzi, Alan H.	local
21198/zz000900kv	interviewee	Kamm, Ben	local
21198/zz0008z9h9	interviewee	Kanemitsu, Matsumi	local
21198/zz00179s7c	interviewer	Kelley, Robin D. G.	local
21198/zz0008zpkn	interviewee	Kennard, Robert A.	local
21198/zz0008zgxx	interviewee	Knott, Walter	local
21198/zz0008zd5k	interviewer	Lane, Charles	local
21198/zz0008zhf5	interviewer	Laskey, Marlene L.	local
21198/zz0008zhrt	interviewee	Leavitt, Thomas W.	local
21198/zz00097zdx	interviewee	Solomon, Clifford	COHR
21198/zz00096p6h	interviewee	Weinstein, Richard S. 	COHR
21198/zz00098x6s	interviewer	Eranki, Jayanth	COHR
21198/zz0009f59z	interviewer	Cohen, Helene L.	COHR
21198/zz0009dbk2	interviewer	Cohen, Helene L.	COHR
21198/zz0009ddgg	interviewer	Cohen, Helene L.	COHR
21198/zz0009dcfg	interviewer	Cohen, Helene L.	COHR
21198/zz0015wm46	interviewer	Cohen, Helene L.	COHR
21198/zz0009dbpm	interviewee	Darst, Seth A.	COHR
21198/zz0009f509	interviewee	Sherley, James L.	COHR
21198/zz000rws5s	interviewer	Greenblatt, Mary Lee	COHR
21198/zz000rwrvn	interviewer	Greenblatt, Mary Lee	COHR
21198/zz000rwrr3	interviewer	Greenblatt, Mary Lee	COHR
21198/zz000rws7t	interviewer	Greenblatt, Mary Lee	COHR
21198/zz000990v1	interviewee	Fromkin, Victoria A.	COHR
21198/zz00099113	interviewee	Martin, Douglas A.	COHR
21198/zz0009fnzj	interviewee	Kohner, Lupita Tovar	COHR
21198/zz00096k7k	interviewer	Collings, Jane	COHR
21198/zz00096kj7	interviewer	Collings, Jane	COHR
21198/zz0009519f	interviewer	Collings, Jane	COHR
21198/zz00096jxf	interviewer	Collings, Jane	COHR
21198/zz002b0sx9	interviewer	Collings, Jane	COHR
21198/zz00099r7b	interviewer	Collings, Jane	COHR
21198/zz002gvzsh	interviewer	Collings, Jane	COHR
21198/zz002kp4qw	interviewer	Collings, Jane	COHR
21198/zz001nx5gb	interviewer	Collings, Jane	COHR
21198/zz002hgrzp	interviewer	Collings, Jane	COHR
21198/zz002k6rmr	interviewer	Collings, Jane	COHR
21198/zz002k6rdn	interviewer	Collings, Jane	COHR
21198/zz002kds6q	interviewer	Collings, Jane	COHR
21198/zz002kds4p	interviewer	Collings, Jane	COHR
21198/zz002knt28	interviewer	Collings, Jane	COHR
21198/zz002kp01m	interviewer	Collings, Jane	COHR
21198/zz002kp066	interviewer	Collings, Jane	COHR
21198/zz002knms7	interviewer	Collings, Jane	COHR
21198/zz002kp1ds	interviewer	Collings, Jane	COHR
21198/zz002kp2ht	interviewer	Collings, Jane	COHR
21198/zz002kp1c8	interviewer	Collings, Jane	COHR
21198/zz002kf3rs	interviewer	Collings, Jane	COHR
21198/zz001nx5hv	interviewer	Collings, Jane	COHR
21198/zz002jkbgd	interviewer	Collings, Jane	COHR
21198/zz002kcd3d	interviewer	Collings, Jane	COHR
21198/zz002kbvxn	interviewer	Collings, Jane	COHR
21198/zz00096kp9	interviewer	Collings, Jane	COHR
21198/zz001d0v5b	interviewer	Collings, Jane	COHR
21198/zz0029390h	interviewer	Collings, Jane	COHR
21198/zz00099h7z	interviewer	Bahr, Diana Meyers	COHR
21198/zz002kd5xw	interviewer	Coiner, Constance	COHR
21198/zz002kd5r9	interviewer	Coiner, Constance	COHR
21198/zz001jmk2n	interviewer	Maestrejuan, Andrea R.	COHR
21198/zz0009dbh1	interviewer	Maestrejuan, Andrea R.	COHR
21198/zz0009cm58	interviewee	Buck, Jochen	COHR
21198/zz0009f51t	interviewee	Stamler, Jonathan S.	COHR
21198/zz0009f52b	interviewee	Streuli, Michel	COHR
21198/zz0009fqhs	interviewee	Segalove, Ilene	COHR
21198/zz0009g04d	interviewee	Lagomarsino, Robert J.	COHR
21198/zz0009g1d1	interviewee	Watson, Diane E.	COHR
21198/zz0009htzv	interviewee	Ron, David	COHR
21198/zz0009jc2k	interviewee	Huezo, Pedro	COHR
21198/zz0009jc6n	interviewee	Jeffrey, Wendell E.	COHR
21198/zz002c2fz9	interviewer	Espino, Virginia	COHR
21198/zz0026v48v	interviewer	Espino, Virginia	COHR
21198/zz002j8wfk	interviewer	Espino, Virginia	COHR
21198/zz0009d4mp	interviewer	Stevenson, Alva Moore	COHR
21198/zz00096tf2	interviewer	Stevenson, Alva Moore	COHR
21198/zz00096t8g	interviewer	Stevenson, Alva Moore	COHR
21198/zz00096t1v	interviewer	Stevenson, Alva Moore	COHR
21198/zz00096qm6	interviewer	Stevenson, Alva Moore	COHR
21198/zz0009d4k5	interviewer	Stevenson, Alva Moore	COHR
21198/zz00096qqr	interviewer	Cline, Alex	COHR
21198/zz002kf2zd	interviewer	Cline, Alex	COHR
21198/zz002kgvwx	interviewer	Cline, Alex	COHR
21198/zz002kjhbq	interviewer	Cline, Alex	COHR
21198/zz002kcs1p	interviewer	Cline, Alex	COHR
21198/zz002k31tc	interviewer	Cline, Alex	COHR
21198/zz002k31vw	interviewer	Cline, Alex	COHR
21198/zz002k31ns	interviewer	Cline, Alex	COHR
21198/zz002k6prv	interviewer	Cline, Alex	COHR
21198/zz002jb535	interviewer	Cline, Alex	COHR
21198/zz0013x5wx	interviewee	Farrell, Robert	COHR
21198/zz0015tgpn	interviewer	Benedetti, Joan 	COHR
21198/zz0015wc0r	interviewee	Halpern, Marnie E.	COHR
21198/zz0015wct5	interviewee	Kellogg, Douglas R.	COHR
21198/zz0015wg27	interviewer	Mejia, Robin	COHR
21198/zz0015wbzr	interviewee	Grinstaff, Mark W.	COHR
21198/zz0015w61v	interviewee	Bardwell, James	COHR
21198/zz0015wm04	interviewee	Tsukiyama, Toshio	COHR
21198/zz00177mtv	interviewee	Latterich, Martin	COHR
21198/zz0015vhs4	interviewee	MacGillivray, Mary E.	COHR
21198/zz0008zsjk	interviewee	Galán, Jorge	COHR
21198/zz0008zzt4	interviewee	Brooks, Ernest H., Sr.	COHR
21198/zz002kprt4	interviewee	Del Valle, Katarina Davis	COHR
21198/zz001nf30v	interviewee	Branch, Geraldine	COHR
21198/zz00096c86	interviewee	Branch, Geraldine	COHR
21198/zz001d0rdh	interviewee	Taylor, James	COHR
21198/zz001bmspc	interviewee	Wansa, Paula	COHR
21198/zz001400k5	interviewee	Kim, Min Jung	COHR
21198/zz0008zcbp	interviewer	Tusler, Adelaide G.	local
21198/zz002h5z7p	interviewee	Brodkin, Karen	COHR
21198/zz000s6dgk	interviewee	Ryu, Tammy Chung	COHR
21198/zz0025mnpr	interviewer	Hampapur, Veena	COHR
21198/zz0025mnxc	interviewer	Hampapur, Veena	COHR
21198/zz002bwv7k	interviewee	Clarke, Nancy	COHR
21198/zz002d3jkx	interviewee	Davidson, Ellen	COHR
21198/zz002hj1wd	interviewee	Dietrich, Jeff	COHR
21198/zz002dx5z2	interviewee	Lewis, Edward	COHR
21198/zz0028td1g	interviewee	Sewell, Sandra	COHR
21198/zz002bpgfp	interviewee	Brooks, Betty	COHR
21198/zz0028td1g	interviewer	Hunt, Jackie	COHR
21198/zz002jb598	interviewee	Kim, DongSuk	COHR
21198/zz002d3jjd	interviewee	Brooks, Laurie	COHR
21198/zz002cfqbs	interviewer	Montgomery, Cecilia Dederich	COHR
21198/zz002bfs5r	interviewee	Big Soldier, LeRoy	COHR
21198/zz002d3jjd	interviewer	Aoki, Kyoko	COHR
21198/zz002jj8hh	interviewer	Aoki, Kyoko	COHR
21198/zz002c25rb	interviewee	Haas, Gilda	COHR
21198/zz002d3kvj	interviewee	Bissonette, Elaine	COHR
21198/zz0028td0z	interviewer	Gordienko, Andrey	COHR
21198/zz002c4hm0	interviewee	Law, Dian	COHR
21198/zz002hgc7h	interviewee	Torres, Craig	COHR
21198/zz002hzfwk	interviewee	Mann, Jean	COHR
21198/zz002cdt77	interviewee	Zapata, Geraldine	COHR
21198/zz002hjq14	interviewee	Schleimer, Sylvia	COHR
21198/zz002j7618	interviewee	Dorman, Michael	COHR
21198/zz002k3jhz	interviewee	McKenzie, Alexander	COHR
21198/zz0026v5pj	interviewee	Graff, Marian	COHR
21198/zz002hgcfm	interviewer	Dawson, Andrew	COHR
21198/zz002jkbfw	interviewee	Allen, Laura	COHR
21198/zz002gvw4q	interviewee	Ruíz, Raúl	COHR
21198/zz002hk00x	interviewee	Drasin, Evelyn	COHR
21198/zz002j8wfk	interviewee	Duran, Luis	COHR
21198/zz002jkbcv	interviewee	Winter,Melanie	COHR
21198/zz00096t3w	interviewee	Harris, Alice	COHR
21198/zz002hzgsh	interviewee	Ortega, Rudy, Jr.	COHR
21198/zz002jxzgk	interviewer	Fidler, Bradley	COHR
21198/zz002j0bbq	interviewer	Gomez, Andrew	COHR
21198/zz002b0jsv	interviewer	Gomez, Andrew	COHR
21198/zz002hzfzm	interviewer	Coates, Julia	COHR
21198/zz002k3jdd	interviewer	Kleinrock, Leonard	COHR
21198/zz002jxzf2	interviewer	Kleinrock, Leonard	COHR
21198/zz002jxzh3	interviewer	Kleinrock, Leonard	COHR
21198/zz002jxzjm	interviewer	Kleinrock, Leonard	COHR
21198/zz002jxzk4	interviewer	Kleinrock, Leonard	COHR
21198/zz002jxzq6	interviewer	Kleinrock, Leonard	COHR
21198/zz00292rws	interviewer	Stuart, Carolyn	COHR
21198/zz002hwdj1	interviewee	Olney, Peter	COHR
21198/zz002c25sv	interviewee	Watanabe, Bill	COHR
21198/zz002jh4h4	interviewer	Chacon, Gloria	COHR
21198/zz00293f4h	interviewee	Tolentino, Casimiro	COHR
21198/zz0028vg4f	interviewer	Bayhylle, Ruth	COHR
21198/zz002hxh2p	interviewer	Hewitt, Jason Taksony	COHR
21198/zz002j75k2	interviewee	Phillips, Herbert	COHR
21198/zz002hk040	interviewee	Tufeld, Margaret	COHR
21198/zz001hfx7d	interviewee	Jackson, Harold	COHR
21198/zz002j75jj	interviewee	Minovitz, Harold	COHR
21198/zz002j753t	interviewee	Segal, Barry	COHR
21198/zz002hkjw3	interviewee	Metzger, Deena	COHR
21198/zz002cftht	interviewee	Treviño, Jesús	COHR
21198/zz002hm38z	interviewee	Bogany, Julia	COHR
21198/zz00096tdj	interviewee	Preacely, Earnest	COHR
21198/zz002gg4wj	interviewer	Parker, Caitlin	COHR
21198/zz002hzgnf	interviewee	Ortega, Ernest	COHR
21198/zz002kd8h4	interviewee	Haro, Carlos	COHR
21198/zz002k7h32	interviewer	Mercado, Juan Pablo	COHR
21198/zz002kd0pv	interviewee	Passen, Joe	COHR
21198/zz002k355g	interviewee	Skinner, Susan	COHR
21198/zz002kd60d	interviewee	Nichols, John	COHR
21198/zz002kd053	interviewee	Taylor, Gail Valentine	COHR
21198/zz002khc26	interviewee	Scorza, D'Artagnan	COHR
21198/zz002kd5tb	interviewee	Maguire, Ruth	COHR
21198/zz002kcqtm	interviewee	Bowers, Vivian	COHR
21198/zz002kd5wc	interviewee	Rumaker, John and Ethel	COHR
21198/zz002kcr6s	interviewee	Coleman, Sharon	COHR
21198/zz002k7msv	interviewee	Ledesma, Rita	COHR
21198/zz002kpnbf	interviewer	Hester, Yolanda	COHR
21198/zz002kpktq	interviewer	Hester, Yolanda	COHR
21198/zz002kpbhp	interviewer	Hester, Yolanda	COHR
21198/zz002kpntp	interviewer	Hester, Yolanda	COHR
21198/zz002kcqwn	interviewer	Hester, Yolanda	COHR
21198/zz002kcr6s	interviewer	Hester, Yolanda	COHR
21198/zz002kd3xx	interviewer	Hidalgo, LeighAnna	COHR
21198/zz002k3jfx	interviewee	Earnest, Lester	COHR
21198/zz002jxzbh	interviewee	Kahn, Bob	COHR
21198/zz002j8w9h	interviewee	Kuo-Limb, Karen	COHR
21198/zz002kd5xw	interviewee	Tilsen, Rachel	COHR
21198/zz002kcw77	interviewee	Dickerson, Carl	COHR
21198/zz002kcjz8	interviewee	Newberry, Norman	COHR
21198/zz002k3jdd	interviewee	Boehm, Barry	COHR
21198/zz002jxz8g	interviewee	Wessler, Barry	COHR
21198/zz002cds1n	interviewee	Lozano, Henry	COHR
21198/zz002kcbkp	interviewee	Hogg, Mary Meacham	COHR
21198/zz002jj8j1	interviewee	Finney, Christopher	COHR
21198/zz002jj8kj	interviewee	Torres, Daniel	COHR
21198/zz002kcp17	interviewee	Piyananda, Bhante Walpola	COHR
21198/zz002j75jj	interviewer	Fingerhut, Gene	COHR
21198/zz002hjgv5	interviewer	Fingerhut, Gene	COHR
21198/zz002khbnh	interviewee	Osajima, Elsie	COHR
21198/zz002kfh48	interviewee	LaBonge, Thomas J.	COHR
21198/zz002kfh1q	interviewee	LaBonge, Thomas J.	COHR
21198/zz002kfh27	interviewee	LaBonge, Thomas J.	COHR
