ARK	TYPE	VALUE	SOURCE
21198/zz0008zwnk	typeOfResource	text	MODS
21198/zz0008zw2s	typeOfResource	text	MODS
21198/zz0008zsf1	typeOfResource	text	MODS
21198/zz0008zmzc	typeOfResource	text	MODS
21198/zz0008zn2d	typeOfResource	text	MODS
21198/zz0008znh4	typeOfResource	text	MODS
21198/zz0008zpt8	typeOfResource	text	MODS
21198/zz0008zrch	typeOfResource	text	MODS
21198/zz0008zsc0	typeOfResource	text	MODS
21198/zz0008zsh2	typeOfResource	text	MODS
21198/zz0008zvzr	typeOfResource	text	MODS
21198/zz000901bq	typeOfResource	text	MODS
21198/zz0008zp9h	typeOfResource	text	MODS
21198/zz0008zt2t	typeOfResource	text	MODS
21198/zz0008zg62	typeOfResource	text	MODS
21198/zz0008z9z1	typeOfResource	text	MODS
