ARK	TYPE	VALUE	SOURCE
21198/zz0008zz0q	local	665	
21198/zz000901c7	local	730	
21198/zz000901w0	local	744	
21198/zz0008zdzg	local	248	
21198/zz0008zf0g	local	249	
21198/zz0008zp7g	local	438	
21198/zz0008zpnp	local	449	
21198/zz0008zmhn	local	393	
21198/zz0008zmj5	local	394	
21198/zz0008zmxv	local	403	
21198/zz0008zpm5	local	448	
21198/zz000906g6	local	S054	
21198/zz0008z7hb	local	101	
21198/zz0008zcf7	local	207	
21198/zz0008z7t0	local	11	
21198/zz0008z802	local	114	
21198/zz0008zd3j	local	225	
21198/zz001525rg	local	791	
21198/zz001633d6	local	773	
21198/zz0015z39f	local	771	
21198/zz0015z8gf	local	775	
21198/zz0015xc1q	local	656	
21198/zz00162xkx	local	215	
21198/zz0008zzbw	local	674	
21198/zz0008zzxp	local	690	
21198/zz00090065	local	698	
21198/zz000900kv	local	708	
21198/zz000900v0	local	717	
21198/zz0009014m	local	724	
21198/zz002jxzk4	mp4	21198-zz002jxzk4	
21198/zz002kfjxn	mp4	21198-zz002kfjxn	
21198/zz002kfjw4	mp4	21198-zz002kfjw4	
21198/zz000s9kzk	OPAC	1973110	
21198/zz000j6wv4	OPAC	2722988	
21198/zz0009fkv1	OPAC	4990948	
21198/zz0009fmmw	OPAC	462215	
21198/zz0009gk8p	OPAC	5232959	
21198/zz000j6ws3	OPAC	2722988	
21198/zz00097zp2	OPAC	3222602	
21198/zz000955w5	OPAC	1217825	
21198/zz000j43hz	OPAC	2723091	
21198/zz000rtfwx	OPAC	1217913	
21198/zz000rtg20	OPAC	1217913	
21198/zz000955sm	OPAC	1217913	
21198/zz000nmdd8	OPAC	2221345	
21198/zz000rtg1g	OPAC	1217913	
21198/zz000rt4rh	OPAC	1217825	
21198/zz00097xzq	OPAC	4433514	
21198/zz00097xx6	OPAC	4668073	
21198/zz0009f4sq	OPAC	4233517	
21198/zz0009f51t	OPAC	4663038	
21198/zz0009dgv4	OPAC	5229936	
21198/zz0009g1g2	OPAC	4857416	
21198/zz0009g04d	OPAC	5752164	
21198/zz00097zbw	OPAC	4436618	
21198/zz0009dcbx	OPAC	5230423	
21198/zz0009ddh0	OPAC	5232954	
21198/zz0009dcg0	OPAC	4663039	
21198/zz0009ddjh	OPAC	4663030	
21198/zz0009dg9v	OPAC	4233266	
21198/zz000962z6	OPAC	4433055	
21198/zz00097r3c	OPAC	5401098	
21198/zz00098t5t	OPAC	5047953	
21198/zz0009cm79	OPAC	4663025	
21198/zz0009916p	OPAC	4990861	
21198/zz00099197	OPAC	4237253	
21198/zz0009chx6	OPAC	5230424	
21198/zz00099hjm	OPAC	5375223	
21198/zz00097pzb	OPAC	4433513	
21198/zz0008zcf7	OPAC	2220998	
21198/zz0008zcpv	OPAC	1217842	
21198/zz0008zdks	OPAC	4233990	
21198/zz000j3xjm	OPAC	1470586	
21198/zz0008z8g9	OPAC	1218077	
21198/zz0008z9pw	OPAC	964640	
21198/zz0008zf73	OPAC	2221330	
21198/zz0008zfgq	OPAC	1973076	
21198/zz0008zkbk	OPAC	709391	
21198/zz0008zfn9	OPAC	2470446	
21198/zz0008zqk4	OPAC	4233742	
21198/zz0008zg20	OPAC	1972963	
21198/zz00175sb4	OPAC	1720585	
21198/zz0008zgkr	OPAC	3649317	
21198/zz0008z9gs	OPAC	1720762	
21198/zz0008z9w0	OPAC	3913956	
21198/zz0008zk8j	OPAC	1720745	
21198/zz0008zpvs	OPAC	709435	
21198/zz0008zq90	OPAC	1972937	
21198/zz0008zr8z	OPAC	2976896	
21198/zz0008zrch	OPAC	2221097	
21198/zz0008zrnn	OPAC	709488	
21198/zz0008zsc0	OPAC	4232904	
21198/zz0008zsn4	OPAC	4857417	
21198/zz0008zt3b	OPAC	4233348	
21198/zz0008z8mc	OPAC	964528	
21198/zz0008zsbg	OPAC	2976894	
21198/zz0008zt2t	OPAC	1720423	
21198/zz0008zrg2	OPAC	4233527	
21198/zz0008zmb2	OPAC	1217864	
21198/zz0008zj7j	OPAC	1217963	
21198/zz0008znc2	OPAC	709505	
21198/zz0008zqbh	OPAC	4234051	
21198/zz0008z912	OPAC	709328	
21198/zz0008z96n	OPAC	1217846	
21198/zz0008zqjm	OPAC	709345	
21198/zz0008zk2f	OPAC	4233667	
21198/zz0008zkc3	OPAC	4233290	
21198/zz0008zjfn	OPAC	2221463	
21198/zz0008zjj6	OPAC	1218118	
21198/zz00090662	OPAC	3467205	
21198/zz0008zbx0	OPAC	1470469	
21198/zz000900nw	OPAC	1972920	
21198/zz0008zh1z	OPAC	2221430	
21198/zz0008zhn8	OPAC	1470616	
21198/zz0008zjvv	OPAC	2723009	
21198/zz0008zmck	OPAC	2722898	
21198/zz0008zmqr	OPAC	4234011	
21198/zz0008zn91	OPAC	4233612	
21198/zz0008zpp6	OPAC	2470248	
21198/zz0008zr1b	OPAC	4233851	
21198/zz0008zz59	OPAC	2723109	
21198/zz00090463	OPAC	2470405	
21198/zz0008zdzg	OPAC	4233148	
21198/zz0008zm7h	OPAC	3649241	
21198/zz0008zngm	OPAC	964618	
21198/zz0008zsdh	OPAC	964517	
21198/zz0008zm60	OPAC	3467158	
21198/zz0008zd1h	OPAC	4233767	
21198/zz002kpz4p	callNo	050120231200	
21198/zz0015vsb8	local	181	
21198/zz0008zcwz	local	22	
21198/zz0015vc2b	local	111	
21198/zz0008z87p	local	120	
21198/zz0008z8cr	local	124	
21198/zz0008zdqv	local	241	
21198/zz0008zdwf	local	246	
21198/zz0008zdnt	local	24	
21198/zz0008z8qx	local	133	
21198/zz0008z8rf	local	134	
21198/zz0008zf2h	local	250	
21198/zz0008zf31	local	251	
21198/zz0008zkbk	local	362	
21198/zz0008zbmb	local	186	
21198/zz0008zfqb	local	269	
21198/zz0008zftw	local	271	
21198/zz0008zh0f	local	300OH	
21198/zz000904xz	local	S008	
21198/zz0009054j	local	S014	
21198/zz000905h7	local	S025	
21198/zz0008zwz7	local	638	
21198/zz000905sc	local	S033	
21198/zz0015xdvm	local	657	
21198/zz0008zxrm	local	659	
21198/zz0008z9kb	local	157	
21198/zz0008z9mv	local	158	
21198/zz0008z9vg	local	165	
21198/zz0008zk1x	local	354	
21198/zz0008ztbz	local	568	
21198/zz0008ztw7	local	582	
21198/zz0008zvq4	local	603	
21198/zz0008zvx7	local	609	
21198/zz0008zbj9	local	184	
21198/zz0008zh93	local	309	
21198/zz0008zr4w	local	488	
21198/zz0008zsf1	local	523	
21198/zz0008zmzc	local	404	
21198/zz0008zq4d	local	461	
21198/zz0008zr7f	local	490	
21198/zz0008zrnn	local	501	
21198/zz0008z8jb	local	129	
21198/zz0009036m	local	78	
21198/zz00090442	local	85	
21198/zz0008ztfh	local	570	
21198/zz0008ztj2	local	573	
21198/zz0008ztnm	local	576	
21198/zz0008ztqn	local	578	
21198/zz0008zjtb	local	349	
21198/zz0008zfxf	local	274	
21198/zz0008zhxd	local	325	
21198/zz0008z954	local	145	
21198/zz0008zk4g	local	357	
21198/zz0008z7ds	local	1	
21198/zz0008zc0h	local	196	
21198/zz0008zc53	local	20	
21198/zz0008zc74	local	201	
21198/zz0008zc8n	local	202	
21198/zz000902cq	local	757	
21198/zz0008zgrb	local	296	
21198/zz0008zgvw	local	299	
21198/zz0008zk0d	local	353	
21198/zz0008zn5z	local	41	
21198/zz0008zn91	local	413	
21198/zz0008znjn	local	42	
21198/zz0008znk5	local	420	
21198/zz0008zqc1	local	468	
21198/zz0008zsk3	local	527	
21198/zz0008zx1r	local	64	
21198/zz0008zx6b	local	644	
21198/zz0008zzj0	local	68	
21198/zz0008zzkh	local	680	
21198/zz0009025m	local	751	
21198/zz00090285	local	754	
21198/zz000902fr	local	759	
21198/zz000902tf	local	77	
21198/zz000903f7	local	786	
21198/zz00090421	local	83	
21198/zz000904hr	local	95	
21198/zz000901f8	local	732	
21198/zz0008zxcx	local	649	
21198/zz0008zxbd	local	648	
21198/zz0008zznj	local	682	
21198/zz000s9kzk	local	336	
21198/zz0008zrvr	local	507	
21198/zz0008zn70	local	411	
21198/zz0008zm2x	local	381	
21198/zz0008zsgj	local	524	
21198/zz0008zmm6	local	396	
21198/zz000x9ppj	local	740	
21198/zz0008zcmt	local	211	
21198/zz0008zbtf	local	191	
21198/zz00152bjs	local	713	
21198/zz001633cp	local	770	
21198/zz0015vqzm	local	624	
21198/zz0015vc1t	local	233	
21198/zz0008zz4s	local	669	
21198/zz0008zz9c	local	673	
21198/zz0008zzdx	local	676	
21198/zz0009007p	local	699	
21198/zz000900g9	local	704	
21198/zz0009005n	local	697	
21198/zz0009018p	local	728	
21198/zz000901nc	local	738	
21198/zz002jxzbh	mp4	21198-zz002jxzbh	
21198/zz002jxzjm	mp4	21198-zz002jxzjm	
21198/zz002kfk5r	mp4	21198-zz002kfk5r	
21198/zz002k7j42	mp4	21198-zz002k7j42	
21198/zz002k7pd4	mp4	21198-zz002k7pd4	
21198/zz000j43s3	OPAC	2723091	
21198/zz0015vscs	OPAC	4233042	
21198/zz000rws3r	OPAC	4433051	
21198/zz0015vc1t	OPAC	964265	
21198/zz000rwrw5	OPAC	4433051	
21198/zz000rws5s	OPAC	4433051	
21198/zz000rwrt4	OPAC	4433051	
21198/zz000rwrp2	OPAC	4433051	
21198/zz000j3xs7	OPAC	1470586	
21198/zz000j440p	OPAC	2723091	
21198/zz000rtg5j	OPAC	1217913	
21198/zz000rtg7k	OPAC	1217913	
21198/zz000rtg83	OPAC	1217913	
21198/zz000rtgcn	OPAC	1217913	
21198/zz000j3xrq	OPAC	1470586	
21198/zz000j6wk0	OPAC	2722988	
21198/zz000rtrch	OPAC	3222601	
21198/zz000990wj	OPAC	4237294	
21198/zz00099pr4	OPAC	5645618	
21198/zz00099psn	OPAC	4233674	
21198/zz00099qh0	OPAC	5375214	
21198/zz00099r38	OPAC	5375213	
21198/zz0009f5mm	OPAC	4663042	
21198/zz0009fp0j	OPAC	3467249	
21198/zz0009dgzp	OPAC	4233669	
21198/zz0009fzq8	OPAC	4433073	
21198/zz0009f4t7	OPAC	5230426	
21198/zz0009g1ch	OPAC	4454453	
21198/zz0009f52b	OPAC	4432953	
21198/zz0009dbs5	OPAC	4432946	
21198/zz0009ddk1	OPAC	5232963	
21198/zz0009dgpj	OPAC	4432952	
21198/zz0009dghz	OPAC	4432951	
21198/zz0009dgq2	OPAC	4233496	
21198/zz00097z9c	OPAC	4433159	
21198/zz0009912m	OPAC	4668072	
21198/zz00098t7v	OPAC	5351370	
21198/zz00097zcd	OPAC	5634644	
21198/zz0008zdnt	OPAC	1470608	
21198/zz0008zg7k	OPAC	1217920	
21198/zz0008z8v0	OPAC	2723131	
21198/zz0008zf31	OPAC	2976822	
21198/zz0008zb64	OPAC	964233	
21198/zz0008zf52	OPAC	3649353	
21198/zz0008zjr9	OPAC	4233682	
21198/zz0008zfjr	OPAC	2723136	
21198/zz0008zfsc	OPAC	2470390	
21198/zz000905sc	OPAC	1217992	
21198/zz0015vc3v	OPAC	3222239	
21198/zz00175rwx	OPAC	3222556	
21198/zz0008z9nc	OPAC	1973054	
21198/zz0008zkdm	OPAC	1470714	
21198/zz0008zhww	OPAC	4233901	
21198/zz0008zqrq	OPAC	1218039	
21198/zz0008ztkk	OPAC	1218104	
21198/zz0008zbhs	OPAC	1217888	
21198/zz0008zbj9	OPAC	2722830	
21198/zz0008zp2w	OPAC	3222192	
21198/zz0008zpt8	OPAC	462249	
21198/zz0008zr7f	OPAC	2470370	
21198/zz0008zr9g	OPAC	1720522	
21198/zz0008zrhk	OPAC	1972989	
21198/zz0008zs4c	OPAC	2723000	
21198/zz0008zt5c	OPAC	4233723	
21198/zz0008zvzr	OPAC	709427	
21198/zz0008zxs4	OPAC	2221494	
21198/zz000901bq	OPAC	2976919	
21198/zz00090400	OPAC	1217822	
21198/zz0008z9xh	OPAC	3467206	
21198/zz0008z9z1	OPAC	3649269	
21198/zz0008zthj	OPAC	709589	
21198/zz0008ztz8	OPAC	2723063	
21198/zz0008zjb3	OPAC	1973110	
21198/zz0008zhh6	OPAC	3222436	
21198/zz0008zmvt	OPAC	3467270	
21198/zz0008zp3d	OPAC	4233287	
21198/zz0008z975	OPAC	1217917	
21198/zz0008z7f9	OPAC	1973078	
21198/zz0008zgwd	OPAC	964299	
21198/zz0008zjhp	OPAC	2470271	
21198/zz0008zk71	OPAC	1720746	
21198/zz0008znq7	OPAC	4233734	
21198/zz0008zpsr	OPAC	4433053	
21198/zz0008zpxt	OPAC	4233673	
21198/zz0008zrkm	OPAC	1218119	
21198/zz0008zrqp	OPAC	3649240	
21198/zz0008zrr6	OPAC	4230307	
21198/zz0008zsv7	OPAC	4236182	
21198/zz0008zwbx	OPAC	3222246	
21198/zz000902tf	OPAC	709470	
21198/zz00090484	OPAC	1470475	
21198/zz000904cp	OPAC	2976818	
21198/zz000904ks	OPAC	2470291	
21198/zz0008zpr7	OPAC	4233120	
21198/zz0008zf0g	OPAC	4233962	
21198/zz0008zgzf	OPAC	4233256	
21198/zz0008znzv	OPAC	1218041	
21198/zz0008zm9j	OPAC	964524	
21198/zz0008z7nd	OPAC	2723120	
21198/zz0008zcqc	OPAC	709395	
21198/zz0008z7vh	OPAC	1470740	
21198/zz000s93f2	OPAC	5263600	
21198/zz0028tcxf	oclc	857854013	
21198/zz000xc4k5	local	747	
21198/zz000s9kx2	local	662	
21198/zz0015vsft	local	371	
21198/zz0008zcnb	local	212	
21198/zz0008z844	local	118	
21198/zz0008zdcp	local	232	
21198/zz0008zdrc	local	242	
21198/zz0008zg7k	local	282	
21198/zz0008zfc5	local	26	
21198/zz0008zff6	local	261	
21198/zz0008zg3h	local	279	
21198/zz0008zg83	local	283	
21198/zz000905tw	local	S034	
21198/zz0008zxtn	local	660	
21198/zz0008zxv5	local	661	
21198/zz0008z9jt	local	155	
21198/zz0008z9qd	local	160	
21198/zz0008z9rx	local	161	
21198/zz0008zkh5	local	367	
21198/zz0008zks9	local	374	
21198/zz0008znbj	local	414	
21198/zz0008zjzd	local	352	
21198/zz0008zmfm	local	391	
21198/zz0008zw6v	local	616	
21198/zz0008zwkj	local	626	
21198/zz0008zwm2	local	627	
21198/zz000903wz	local	798	
21198/zz0008zwnk	local	628	
21198/zz0008zvdg	local	596	
21198/zz0008zkvb	local	376	
21198/zz0008zn4f	local	409	
21198/zz0008zq90	local	466	
21198/zz0008zqpp	local	476	
21198/zz0008zsh2	local	525	
21198/zz0008zsjk	local	526	
21198/zz0008zt0s	local	538	
21198/zz0008z8pd	local	132	
21198/zz0008zg5j	local	280	
21198/zz0008zdhr	local	236	
21198/zz0008ztxr	local	583	
21198/zz0008zhh6	local	314	
21198/zz0008zmwb	local	402	
21198/zz0008zhrt	local	320	
21198/zz0008zq0b	local	458	
21198/zz0008zqx9	local	482	
21198/zz0008zqzt	local	483	
21198/zz0008z933	local	143	
21198/zz0008zjst	local	348	
21198/zz0009060z	local	S039	
21198/zz00090641	local	S043	
21198/zz000906cn	local	S051	
21198/zz0008zc2j	local	198	
21198/zz0009023k	local	75	
21198/zz000902d7	local	758	
21198/zz0008zgqt	local	295	
21198/zz0008zhjq	local	315	
21198/zz0008zj3g	local	33	
21198/zz0008zjkq	local	342	
21198/zz0008zkgn	local	366	
21198/zz0008zkwv	local	377	
21198/zz0008zpsr	local	452	
21198/zz0008zr6x	local	49	
21198/zz0008zrz9	local	51	
21198/zz0008ztd0	local	57	
21198/zz0008zwsn	local	633	
21198/zz0008zx5t	local	643	
21198/zz000902mb	local	764	
21198/zz000902zh	local	773	
21198/zz00090395	local	782	
21198/zz000903c6	local	784	
21198/zz000903h8	local	788	
21198/zz000903pv	local	792	
21198/zz0009045k	local	86	
21198/zz000904b5	local	90	
21198/zz000904g7	local	94	
21198/zz000904m9	local	98	
21198/zz000901dr	local	731	
21198/zz0008zgzf	local	300	
21198/zz0008zh51	local	305	
21198/zz0008zm7h	local	386	
21198/zz0008zp0v	local	431	
21198/zz0008zpcj	local	441	
21198/zz0008zm4z	local	383	
21198/zz000906j7	local	S056	
21198/zz0008z797	local	63	
21198/zz000xd5tq	local	745	
21198/zz0008z7mw	local	104	
21198/zz0008zcgr	local	208	
21198/zz0008zch8	local	209	
21198/zz0008zbd7	local	180	
21198/zz0008zcdq	local	206	
21198/zz0008z823	local	116	
21198/zz0008zzff	local	677	
21198/zz0008zzz6	local	691	
21198/zz0009003m	local	695	
21198/zz000900fs	local	703	
21198/zz000900cr	local	701	
21198/zz000900rf	local	713	
21198/zz0008zk3z	local	356	
21198/zz002kfk3q	mp4	21198-zz002kfk3q	
21198/zz002kfk47	mp4	21198-zz002kfk47	
21198/zz002kfjz5	mp4	21198-zz002kfjz5	
21198/zz002k7nzx	mp4	21198-zz002k7nzx	
21198/zz002kck8d	mp4	21198-zz002kck8d	
21198/zz002jz29w	mp4	21198-zz002jz29w	
21198/zz002jxzs7	mp4	21198-zz002jxzs7	
21198/zz000rws48	OPAC	4433051	
21198/zz0009fp12	OPAC	3467249	
21198/zz0009fp33	OPAC	3467249	
21198/zz000j43jg	OPAC	2723091	
21198/zz000j43fx	OPAC	2723091	
21198/zz000j43v4	OPAC	2723091	
21198/zz000j43wn	OPAC	2723091	
21198/zz000rtrfj	OPAC	3222601	
21198/zz000rtg41	OPAC	1217913	
21198/zz000j43mh	OPAC	2723091	
21198/zz000j43rk	OPAC	2723091	
21198/zz00097zdx	OPAC	4433157	
21198/zz0009fmkc	OPAC	5751298	
21198/zz0009htxb	OPAC	4436811	
21198/zz0009jgtd	OPAC	4236183	
21198/zz0009hvt8	OPAC	5232965	
21198/zz0009g05x	OPAC	5752164	
21198/zz0009f4xs	OPAC	4436809	
21198/zz0009f4z9	OPAC	4663019	
21198/zz0009f4w8	OPAC	4432940	
21198/zz0009dccf	OPAC	4663036	
21198/zz0009dchh	OPAC	4857414	
21198/zz0009dbtp	OPAC	4233007	
21198/zz0009dcnk	OPAC	4663029	
21198/zz0009ddmj	OPAC	4233266	
21198/zz0009dgbc	OPAC	4432942	
21198/zz0009dgfx	OPAC	4233357	
21198/zz00097q5x	OPAC	5263587	
21198/zz00098t6b	OPAC	4990846	
21198/zz0008z886	OPAC	1217790	
21198/zz0008zdqv	OPAC	964634	
21198/zz0008z8ht	OPAC	3467271	
21198/zz0008z8kv	OPAC	1973132	
21198/zz0008zb01	OPAC	2976925	
21198/zz0008zb22	OPAC	964549	
21198/zz0008zkzw	OPAC	1470533	
21198/zz0008zfwx	OPAC	3649348	
21198/zz0008zg0z	OPAC	2470391	
21198/zz0008zgfp	OPAC	1470548	
21198/zz000905qb	OPAC	2221039	
21198/zz0015vc2b	OPAC	2723083	
21198/zz0008zgd5	OPAC	2722791	
21198/zz0008zgg6	OPAC	2470337	
21198/zz0008z9jt	OPAC	1972953	
21198/zz0008z9mv	OPAC	1972987	
21198/zz0008z9qd	OPAC	2221079	
21198/zz0008z9vg	OPAC	3222313	
21198/zz0008zkk6	OPAC	1470595	
21198/zz0008zj0x	OPAC	4233853	
21198/zz0008zh8k	OPAC	4233408	
21198/zz0008zjxw	OPAC	4233305	
21198/zz0008zsf1	OPAC	4230375	
21198/zz0008zss6	OPAC	4432941	
21198/zz0008zmp7	OPAC	2221488	
21198/zz0008zn8h	OPAC	2976703	
21198/zz0008zq1v	OPAC	3649391	
21198/zz0008zs7x	OPAC	4237316	
21198/zz0008zt19	OPAC	4233292	
21198/zz0008z8pd	OPAC	2976844	
21198/zz0008zm0w	OPAC	964508	
21198/zz0008z7qf	OPAC	1217918	
21198/zz0008zzw5	OPAC	1217933	
21198/zz0009036m	OPAC	1720759	
21198/zz000904j8	OPAC	2221474	
21198/zz0008zhmr	OPAC	462148	
21198/zz0008zm81	OPAC	3649282	
21198/zz0008zp6z	OPAC	3649254	
21198/zz0008zhsb	OPAC	1470584	
21198/zz0008zs6d	OPAC	4230376	
21198/zz0008zmnq	OPAC	462199	
21198/zz0008zn0c	OPAC	1972970	
21198/zz0008zj5h	OPAC	709532	
21198/zz0008zj82	OPAC	1720507	
21198/zz0008zhxd	OPAC	462195	
21198/zz0008zr0t	OPAC	4233852	
21198/zz0008zrm4	OPAC	4230389	
21198/zz0008z98p	OPAC	1217980	
21198/zz0008z9c7	OPAC	1218043	
21198/zz0008zjst	OPAC	2221021	
21198/zz0008z7ds	OPAC	709588	
21198/zz0008zc53	OPAC	2976805	
21198/zz0008zc6m	OPAC	1973126	
21198/zz0008zgm8	OPAC	3222229	
21198/zz0008zhvc	OPAC	4233729	
21198/zz0008zmss	OPAC	3222339	
21198/zz0008zq8g	OPAC	1972997	
21198/zz0008zr6x	OPAC	2976808	
21198/zz0008zspn	OPAC	709510	
21198/zz0008zvjj	OPAC	964181	
21198/zz0008zvk2	OPAC	2221491	
21198/zz000903k9	OPAC	1973065	
21198/zz000904b5	OPAC	2221337	
21198/zz0008zn6g	OPAC	4233268	
21198/zz0008zp0v	OPAC	4233289	
21198/zz0008zpzb	OPAC	4233714	
21198/zz0008zn1w	OPAC	4233110	
21198/zz0008z7gt	OPAC	2722934	
21198/zz0008zcc6	OPAC	964289	
21198/zz0008zb5m	OPAC	1720367	
21198/zz0008z7xj	OPAC	709346	
21198/zz0015vc4c	OPAC	3222239	
21198/zz000rwrhg	OPAC	709570	
21198/zz00175s62	OPAC	3222556	
21198/zz00175s41	OPAC	2976817	
21198/zz0013zgs5	local	584	
21198/zz0008zd63	local	228	
21198/zz0015vc3v	local	84	
21198/zz0008zdks	local	238	
21198/zz0008zdpb	local	240	
21198/zz0008zfzz	local	275	
21198/zz0008z8fs	local	126	
21198/zz0008zjqs	local	346	
21198/zz0008z9pw	local	16	
21198/zz0008zf73	local	256	
21198/zz0008zkn7	local	370	
21198/zz0008zmkp	local	395	
21198/zz0008zbb6	local	179	
21198/zz0015vgm2	local	210	
21198/zz000905n9	local	S029	
21198/zz000905qb	local	S031	
21198/zz0015tr47	local	282	
21198/zz0008zgd5	local	287	
21198/zz0008z9xh	local	167	
21198/zz0008zkjp	local	368	
21198/zz0008zh8k	local	308	
21198/zz0008zv4b	local	589	
21198/zz0008zvmk	local	600	
21198/zz0008zwj1	local	625	
21198/zz0008zv6c	local	590	
21198/zz0008zvbf	local	594	
21198/zz0008zw4t	local	614	
21198/zz0008zwp3	local	629	
21198/zz0008zhc4	local	310	
21198/zz0008zn8h	local	412	
21198/zz0008zpt8	local	453	
21198/zz0008zt19	local	539	
21198/zz0008zv08	local	585	
21198/zz0008zqbh	local	467	
21198/zz0008z912	local	141	
21198/zz0008z9f8	local	152	
21198/zz0008zrm4	local	500	
21198/zz0008z996	local	149	
21198/zz0008zk2f	local	355	
21198/zz0008zbwg	local	193	
21198/zz0008zxgg	local	651	
21198/zz0008zzm1	local	681	
21198/zz0008zgsv	local	297	
21198/zz0008zgwd	local	3	
21198/zz0008zjvv	local	35	
21198/zz0008zmd3	local	390	
21198/zz0008znv9	local	428	
21198/zz0008znxb	local	43	
21198/zz0008zpxt	local	456	
21198/zz0008zq8g	local	465	
21198/zz0008zrj3	local	5	
21198/zz0008zs09	local	510	
21198/zz0008zwbx	local	62	
21198/zz0008zxh0	local	652	
21198/zz000900zj	local	72	
21198/zz000903js	local	789	
21198/zz000903tx	local	796	
21198/zz0009049n	local	9	
21198/zz000901tz	local	742	
21198/zz0008zz2r	local	667	
21198/zz000901h9	local	734	
21198/zz000901vg	local	743	
21198/zz0008zpr7	local	451	
21198/zz0008znrr	local	425	
21198/zz0008zns8	local	426	
21198/zz0008zn6g	local	410	
21198/zz0008zctx	local	217	
21198/zz0008zb5m	local	173	
21198/zz0008zc32	local	199	
21198/zz0008z7xj	local	112	
21198/zz0015vhs4	local	610	
21198/zz0008zzhg	local	679	
21198/zz0008zzsm	local	687	
21198/zz0008zzqk	local	685	
21198/zz0008zzvn	local	689	
21198/zz0008zzp2	local	684	
21198/zz000900qx	local	712	
21198/zz00090112	local	721	
21198/zz0009012k	local	722	
21198/zz000900x1	local	719	
21198/zz002jz26b	mp4	21198-zz002jz26b	
21198/zz002jz27v	mp4	21198-zz002jz27v	
21198/zz002k7pb3	mp4	21198-zz002k7pb3	
21198/zz002k7php	mp4	21198-zz002k7php	
21198/zz000s9jt1	OPAC	6102370	
21198/zz000j6wq2	OPAC	2722988	
21198/zz0015vsb8	OPAC	964600	
21198/zz000rwrqk	OPAC	4433051	
21198/zz000rwrnj	OPAC	4433051	
21198/zz000rws06	OPAC	4433051	
21198/zz0009frjs	OPAC	5351380	
21198/zz0009ghrz	OPAC	5401097	
21198/zz000j4416	OPAC	2723091	
21198/zz000j6wn1	OPAC	2722988	
21198/zz000j3xmn	OPAC	1470586	
21198/zz000rtrd1	OPAC	3222601	
21198/zz000j43pj	OPAC	2723091	
21198/zz00097zr3	OPAC	3222602	
21198/zz000rt4s1	OPAC	1217825	
21198/zz000rtgb4	OPAC	1217913	
21198/zz0009808s	OPAC	2221049	
21198/zz00099r4s	OPAC	5375188	
21198/zz0009fp4m	OPAC	3467249	
21198/zz0009f54c	OPAC	4234012	
21198/zz00099h90	OPAC	4436663	
21198/zz0009dbh1	OPAC	4232670	
21198/zz0009dbjj	OPAC	4663018	
21198/zz0009dcfg	OPAC	4663035	
21198/zz0009dd07	OPAC	4432944	
21198/zz0009ddfz	OPAC	4432947	
